start_date,end_date,duration,gender,age,employment,income,education,religious_affiliation,religious_identity_1,religious_identity_2,religious_identity_3,religious_identity_4,political_party,political_party_other,ethnicity,ethnicity_other,marital_status,sexual_orientation,condition_threat,video_first_click,video_last_click,video_page_submit,video_click_count,what_was_the_message,accuracy_of_information,message_threatening_to_me,believe_the_message,right_wing_authoritarianism_1,right_wing_authoritarianism_2,right_wing_authoritarianism_3,right_wing_authoritarianism_4,right_wing_authoritarianism_5,right_wing_authoritarianism_6,right_wing_authoritarianism_7,right_wing_authoritarianism_8,right_wing_authoritarianism_9,right_wing_authoritarianism_10,right_wing_authoritarianism_11,right_wing_authoritarianism_12,right_wing_authoritarianism_13,right_wing_authoritarianism_14,right_wing_authoritarianism_15,right_wing_authoritarianism_16,right_wing_authoritarianism_17,right_wing_authoritarianism_18,authoritarian_parenting_preferences_1,authoritarian_parenting_preferences_2,authoritarian_parenting_preferences_3,authoritarian_parenting_preferences_4,authoritarian_parenting_preferences_5,political_dispositions_1,political_dispositions_2,political_dispositions_3,political_dispositions_4,political_dispositions_5,political_dispositions_6,political_attitudes_1,political_attitudes_2,political_attitudes_3,political_attitudes_4,political_attitudes_5,political_attitudes_6,political_attitudes_7,political_attitudes_8,political_attitudes_9,political_attitudes_10,political_attitudes_11,political_attitudes_12,political_attitudes_13,political_attitudes_14,told_to_continue,puzzles_that_were_completed,condition_tangram,read_and_understood_instructions,tangram_choice_1,tangram_choice_2,tangram_choice_3,tangram_choice_4,tangram_choice_5,tangram_choice_6,tangram_choice_7,tangram_choice_8,tangram_choice_9,tangram_choice_10,tangram_choice_11,purpose_of_study,additional_guess,which_group_iv,conservative_political_attitudes_total_normalized,religious_identity,right_wing_authoritarianism_total,authoritarian_parenting_preferences_total,status_quo_conservatism_total,laissez_faire_conservatism_total,tangram_task_difficulty
12/2/2019 10:49,12/2/2019 11:28,2321,2,18,6,12,6,6,5,5,3,5,3,,1,,5,1,1,1.88E-153,1.73E-153,1.66E-153,1.28E-153,People are judged for having different views just because others do not agree with them.,9,1,10,5,6,3,7,7,4,5,5,5,2,5,7,6,7,4,6,5,6,0,0,0,1,1,1,1,1,1,1,1,3,5,5,1,3,5,5,3,5,4,4,50,50,50,1,"1,2",2,1,2,3,4,10,14,18,20,21,22,29,30,"Based on our values and beliefs, how do we think and process information compared to people who have different values and beliefs.",Trying to see how we use information provided to us and how we think.,the people most similar to my ratings on the surveys,3.947259789,18,101,2,2,4,0
12/2/2019 11:28,12/2/2019 11:56,1700,2,20,1,8,7,7,2,4,2,6,1,,1,,5,1,2,0,0,136.91,0,Less people are practicing Christianity and more are unaffiliated with a religion,10,4,10,4,2,6,3,5,8,5,9,3,6,2,8,5,8,6,7,5,5,0,0,0,1,1,1,1,1,1,1,2,2,5,5,6,4,4,6,5,6,4,5,70,40,100,1,"1,2",1,1,4,5,6,7,8,9,11,15,18,19,20,I have no idea,No clue,LGBTQ community,3.392797975,22,80,2,2,5,-6
12/2/2019 11:56,12/2/2019 12:29,1975,1,20,1,10,8,5,5,5,2,5,1,,1,,5,1,3,0,0,161.384,0,Informing people that the storm is getting stronger and providing information about the storm coming.,5,4,6,5,3,6,6,6,7,7,3,4,5,4,6,4,4,4,4,4,4,1,0,0,1,1,1,0,0,1,0,2,3,2,2,5,5,6,2,3,3,1,3,62,34,54,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,To get information about the things that I though are important or believe in.,Political views maybe,Atheist,-0.8624445332,19,80,3,1,3,-10
12/2/2019 12:49,12/2/2019 13:36,2840,1,18,6,11,7,5,3,6,2,5,1,,1,,5,1,1,1.88E-153,1.73E-153,1.36E-153,1.81E-153,Christians are often bullied or judge for their beliefs.,11,10,11,1,7,6,7,6,7,5,6,7,4,7,6,3,8,2,7,2,6,1,0,1,0,1,1,1,0,1,1,1,3,7,5,6,6,6,6,2,4,2,3,80,75,80,1,"1,2",2,1,3,4,5,6,8,12,18,19,20,27,28,To measure my spatial intelligence or ISI with complex level puzzles.,Being able to comprehend knowledge and solve puzzles.,Christians,8.948072667,22,110,3,2,3,-3
12/2/2019 13:37,12/2/2019 14:13,2147,1,19,6,11,7,11,7,1,4,4,1,,1,,5,1,1,1.36E-153,1.73E-153,1.43E-153,1.28E-153,the population is slowing losing interest in religion,10,2,9,5,3,5,8,5,8,8,1,3,1,5,8,5,7,5,6,3,5,1,1,1,1,1,0,0,1,1,0,2,6,5,5,4,4,5,1,4,6,1,4,50,50,58,1,"1,2,3",3,1,4,7,8,9,13,15,18,20,21,29,30,see where you stand on politics at this age and see if our views dictate how we see other people,"just to get an idea where a student may stand on religion,politics and how we feel towards certain groups",LGBQ,4.12534322,10,84,5,0,4,-1
12/2/2019 14:14,12/2/2019 14:46,1921,2,20,6,6,7,1,4,2,6,2,3,,4,,5,1,3,162.98,162.98,163.577,1,"The left makes it a point to prevent ridicule of religious beliefs and cultures, but at the same time continue to ridicule Republicans for their beliefs and actions.",5,1,5,8,3,6,1,1,8,8,1,1,9,2,9,7,5,7,5,6,3,0,0,0,0,0,0,0,1,1,0,1,6,5,2,6,4,6,2,6,7,3,6,23,19,25,1,"1,2",2,1,1,5,6,9,10,12,14,21,22,23,28,Not really sure,No,Atheist,-5.049205184,10,46,0,0,3,-1
12/2/2019 14:55,12/2/2019 15:22,1618,1,18,6,6,5,6,3,3,2,3,2,,1,,5,1,2,0,0,143.888,0,Information about Hurricane Irma going towards Florida,9,5,6,7,4,8,3,7,7,9,2,5,3,5,8,6,6,3,5,4,5,0,1,1,0,0,0,0,0,1,0,2,5,4,6,6,2,5,2,6,6,2,6,20,50,50,1,"1,2",1,1,3,7,8,14,18,20,26,27,28,29,30,I have no idea what the purpose of this study was.,No,Christian,-0.7931485752,17,75,2,0,3,2
12/2/2019 15:23,12/2/2019 15:53,1770,2,21,6,11,7,5,2,6,1,4,1,,1,,5,1,1,6.05E-154,1.66E-153,1.51E-153,6.05E-154,There was a huge hurricane moving into Florida,8,1,8,2,7,3,7,6,6,5,8,9,1,9,5,7,7,5,6,3,8,0,0,0,1,1,0,1,1,1,1,2,5,7,1,1,7,2,6,2,1,1,6,100,100,65,1,"1,2",3,1,3,4,7,10,12,15,18,23,27,29,30,If you would pick easier puzzles for the randomly selected group that just so happens to match your religious views???,I don't even know honestly,Christian,20.8696254,23,119,2,1,5,0
12/3/2019 15:02,12/3/2019 15:31,1731,2,18,3,6,7,11,6,5,6,4,2,,1,,5,2,2,0,0,140.995,0,Why Republicans are hated?,5,8,4,7,3,7,6,6,7,8,5,1,5,5,7,6,6,5,6,5,4,0,0,0,0,0,0,1,1,1,0,1,5,3,6,5,4,5,6,4,6,2,4,40,40,50,1,1,3,1,1,4,6,9,14,18,19,20,21,28,30,To test different demographics ISI skills.,To see if there's any correlations between different demographics and ISI skills.,Atheist,2.781963689,13,74,0,1,3,-1
12/3/2019 15:31,12/3/2019 16:03,1908,1,19,6,6,7,5,6,2,4,2,2,,1,,5,1,3,0,0,157.747,0,The message is that a widespread amount of Americans are no longer Christians after leaving home and developing their own beliefs.,7,1,7,4,3,6,5,3,7,7,2,3,3,4,6,7,7,5,5,4,3,0,0,0,1,1,1,0,0,1,0,1,5,3,6,6,5,7,4,5,7,3,4,45,35,50,1,1,2,1,3,7,8,10,11,16,18,23,24,26,30,I believe the purpose of these expirements was to get the student to think outside of the box or their preferred norm.,I think the experiment was about people's beliefs and whether or not they change their mind by the influence of others.,LGBT population,-1.805122358,10,76,2,1,2,0
12/4/2019 10:54,12/4/2019 11:23,1743,2,19,6,12,6,11,6,4,6,2,1,,1,,5,1,2,0,0,137.69,0,The number of people following Christian belief is falling very quickly.,9,1,8,6,3,5,7,5,4,8,2,2,5,4,8,8,7,5,6,3,4,0,0,0,1,0,0,0,1,1,1,2,3,5,2,5,5,4,6,2,6,1,3,63,68,71,1,"1,2",1,1,4,8,10,12,13,14,16,20,22,23,26,"Determine if religion has any relation to ""putting the pieces together of the puzzle in life.""",Spatial relations based upon certain groups,Atheist,5.677655072,10,77,1,0,5,0
12/4/2019 13:55,12/4/2019 15:20,5083,1,22,6,5,8,5,5,5,2,5,4,I dont follow politics,1,,5,1,3,168.143,168.143,169.503,1,Be prepared for an oncoming tornado and hurricane.,8,2,8,8,5,7,8,7,9,7,3,3,6,7,8,6,6,5,7,4,4,0,1,0,1,1,1,1,0,1,0,1,3,5,6,4,4,5,5,4,5,4,5,50,50,50,1,"1,2",1,1,4,6,7,12,13,16,19,21,27,28,29,Understanding patterns,no,LGBT+,3.316173109,19,78,3,2,2,1
12/4/2019 15:25,12/4/2019 16:01,2154,1,24,6,1,8,6,2,2,1,5,2,,1,,5,1,1,1.73E-153,1.66E-153,6.01E-154,6.01E-154,"The portrayal of republicans vs. democrats view of Christianity and how the negative connotation of Christianity in media caused Trump/other political action to be supported by people of christian beliefs because they're ""being bullied and fed up"". Skewing the view and main point of how people TRULY view religion is not necessarily as extreme as he was making it to be to ensue a reaction from public.",3,1,4,2,5,1,4,5,9,9,2,1,1,9,9,5,2,3,4,9,1,0,1,0,0,0,1,0,1,1,0,1,7,5,7,7,1,7,1,7,7,1,7,5,0,3,1,"1,2",3,1,1,2,4,9,12,15,18,21,28,29,30,Spatial intelligence relevant to political or religious affiliation (if any),No,Christian,-5.817633639,20,74,1,1,3,0
12/5/2019 15:00,12/5/2019 15:24,1479,1,21,6,5,7,6,4,4,4,4,4,,3,,5,1,2,0,0,137.062,0,Understanding the levels of the storm/tornado and keeping watch for any sudden changes.,6,5,6,6,6,7,6,5,3,8,5,4,6,5,5,3,7,3,6,5,6,1,0,0,1,1,1,0,0,0,0,2,5,3,7,6,4,5,2,5,7,4,4,50,50,50,1,"1,2",2,1,1,2,3,4,5,6,7,8,9,10,11,Interpretation of Current Events and what way information is received,NO,LGTBQ,-1.113970846,16,91,3,1,2,-10
12/5/2019 15:27,12/5/2019 15:58,1853,1,18,6,7,6,6,7,1,7,1,2,,2,,5,1,3,0,0,165.41,0,"The general message of this news clip is that, the rate of christians in America are starting to decline as new generations grow up and are leaving their faith.",11,3,10,2,3,8,7,3,7,9,1,1,5,3,9,4,4,4,4,8,3,1,1,0,1,1,0,0,1,1,1,1,5,3,7,7,4,5,4,6,7,5,3,36,30,29,1,"1,2",1,1,3,4,5,8,11,14,15,17,20,23,30,I believe the purpose of the experiment was to see the intelligence level of a person based off of their religious and political beliefs.,I believe the experiment was to test intelligence levels based off of religious and political beliefs.,Atheists,-5.11774886,4,63,4,0,4,-2
12/5/2019 15:58,12/5/2019 16:43,2729,1,18,6,9,6,5,4,5,2,5,1,,1,,5,1,1,6.01E-154,6.01E-154,6.01E-154,6.01E-154,People's religious beliefs should not influence thier's or other peoples political views,8,5,7,6,3,5,7,7,2,9,5,1,5,5,8,5,6,5,5,7,5,0,1,0,0,1,1,1,1,1,0,1,4,4,5,2,4,4,6,2,7,2,5,50,50,50,1,,3,1,4,7,11,12,14,16,18,20,21,25,28,spacial awareness,I dont know,Christians,7.001497622,20,82,2,2,3,1
12/5/2019 16:44,12/5/2019 17:19,2136,1,20,1,1,7,5,2,7,1,7,2,,3,,5,1,2,0,0,142.448,0,religion in america is declining.,8,1,8,6,1,6,6,4,6,7,3,6,5,6,4,7,6,7,5,6,5,1,0,0,0,0,0,0,0,1,0,2,6,2,6,6,2,6,3,6,6,2,6,30,10,50,1,"1,2,3",2,1,3,7,8,11,14,16,20,22,23,26,30,i have no idea,maybe the knowledge of current events,lgbt,-2.718880475,27,80,1,0,3,1
12/6/2019 11:01,12/6/2019 11:31,1791,1,22,6,10,7,6,3,5,2,6,1,,1,,1,1,1,6.01E-154,6.01E-154,6.01E-154,6.01E-154,There is a hurricane threat coming into the Florida west coast,6,7,8,8,3,7,5,3,6,8,2,4,3,2,8,4,4,3,7,6,4,0,1,0,0,1,0,0,1,1,1,2,5,5,7,7,4,6,2,6,3,2,2,70,70,35,1,"1,2",1,1,4,8,11,13,15,17,18,19,20,21,25,To see different ways to look at things spacially,nope,atheist,1.452334842,22,67,2,0,5,0
2/11/2019 10:27,2/13/2019 10:05,171478,1,20,6,9,9,6,3,5,2,6,2,,1,,5,1,3,0,0,160.71,0,That Pence being ridiculed for his beliefs shows democrats intolerance to opposing beliefs,6,5,4,6,3,8,3,3,8,8,2,2,5,4,7,6,6,7,5,4,6,0,0,0,0,1,0,0,0,1,1,1,5,2,6,7,2,7,5,7,7,5,6,21,11,41,1,"1,2",3,1,1,2,4,6,7,9,12,14,15,18,21,How religious and political beliefs effect one's decisions,If the shapes would draw you to choose them based on symbols directed toward the group you were given,Christians,-8.0306069,22,67,1,0,3,-5
2/11/2019 13:54,2/11/2019 15:57,7380,1,19,1,12,7,5,6,2,5,1,3,,1,,5,1,3,0,0,159.269,0,The message is that many people are leaving the Christian church to explore other religious beliefs and it is happening very quickly over the past few years.,8,1,9,3,6,6,7,6,8,8,2,2,8,3,9,5,6,6,6,3,6,0,0,0,0,1,0,0,0,1,0,2,5,5,3,6,4,5,6,6,7,1,2,40,35,50,1,,2,1,4,6,9,14,18,19,20,21,26,27,30,"I believe that the purpose of this experiment was to find out an individuals personal and political views about religion, etc., and then to assign them to a group to see what level of difficulty that individual would choose for the puzzles to give to that specific group of individuals. Maybe to check a subconscious bias about certain religious or political groups.","No, I thought that the experiment was straight forward.",Christians,-1.195359344,8,78,1,0,3,1
2/11/2019 16:59,2/11/2019 17:18,1174,1,20,6,11,7,5,3,4,3,5,2,,3,,5,1,2,0,0,139.91,0,Hurricane Warning,8,2,6,6,3,6,5,4,6,9,2,3,5,3,6,3,5,6,5,8,5,0,1,0,1,0,0,0,0,1,1,-1,5,4,6,4,6,6,4,7,6,3,5,30,27,30,1,3,2,1,1,4,5,6,11,14,15,19,21,25,28,I'm not sure,Retaining current events and puzzles,11,-0.2349734364,19,71,2,0,1,-1
2/13/2019 10:05,2/13/2019 10:28,1384,1,21,6,1,7,5,7,1,6,1,2,,2,,5,1,1,6.01E-154,6.01E-154,6.01E-154,6.01E-154,The left is hypocritical about accepting beliefs while also discouraging beliefs different to their own (which I disagree with).,2,1,2,9,2,9,2,2,9,9,1,1,9,1,9,8,3,9,1,8,1,0,0,0,0,0,0,0,0,1,0,-1,6,2,7,7,4,7,6,7,7,1,5,0,8,10,1,"1,2",3,1,2,3,4,8,12,15,16,20,21,26,30,Seeing bias with religions/viewpoints that contradict personal/relgious beliefs,Exploring personal biases,Atheists,-5.065563327,5,33,0,0,0,-1
2/13/2019 12:29,2/13/2019 14:49,8454,2,21,6,1,7,2,5,2,5,2,3,,1,,5,1,2,0,0,139.9,0,Many people are not religious.,6,3,8,6,5,7,6,6,7,7,5,3,6,6,8,4,6,4,3,8,7,0,0,0,0,0,1,1,1,0,1,1,5,3,5,6,4,6,4,6,6,3,6,40,36,56,1,,1,1,3,6,10,12,14,15,20,21,27,29,30,Religious views and political affiliation.,I'm not sure,Christians,-0.7635953964,10,81,0,2,3,1
2/18/2019 13:52,2/18/2019 14:17,1487,1,20,6,8,7,6,6,2,5,4,2,,1,,5,1,3,0,0,164.9,0,That there is a tornado warning and a category 3 hurricaine so those who are going to be affected need to take precautions,6,2,6,4,2,4,3,3,6,6,3,4,5,6,8,5,6,3,6,5,6,0,0,0,1,1,0,0,1,1,0,2,5,3,6,5,3,5,3,4,5,2,6,70,74,55,1,"1,2",1,1,6,8,12,13,16,19,21,24,27,28,30,To see how others minds can make out a puzzle and how some people may be able to sove different puzzles,I didnt perceive any other purpose than what the experimenter explained,athiest,5.565070719,11,80,2,0,4,3
2/18/2019 17:30,2/18/2019 17:56,1594,1,22,6,1,7,5,1,7,1,6,2,,3,,5,1,1,6.01E-154,6.01E-154,6.01E-154,6.01E-154,I would say that the message is that it is unexeptable that people are rediculing the VP for his religious beliefs.,7,8,6,1,5,3,6,4,7,6,3,6,5,6,3,7,4,5,6,5,6,0,0,0,0,1,0,1,1,1,0,2,5,3,7,7,1,4,2,4,6,5,7,50,40,50,1,2,3,1,3,4,6,10,11,12,15,18,19,21,28,"I believe the purpose of the experiements was to determine my political, social, and religious views to analyze how people think today.",No,LGBTQ individuals,-0.5903222878,27,93,1,1,4,-2
2/20/2019 12:28,2/20/2019 16:00,12764,1,20,1,1,7,5,2,5,1,6,3,,3,,5,1,1,6.01E-154,6.01E-154,6.01E-154,6.01E-154,"There is a strong decline in people who associate with a religion, especially Christianity",9,4,9,2,4,5,7,6,6,5,8,4,2,8,4,3,3,7,3,7,2,1,0,0,1,1,0,0,0,1,0,1,5,2,6,3,2,5,2,6,7,3,5,30,30,40,1,1,2,1,3,5,8,12,14,16,18,19,23,24,30,To see if I would give harder or easier puzzles to those who differ with my beliefs. I might give easier becuase I disagree with them or possibly think their dumber or I might giver harder ones to challenge them because I disagree with them and think they deserve something harder. There were also ones that looked like candles (something to do with christianity) and the one that looked like a crow (I might associate with atheism),Change in beliefs towards people and how I treat them based on their religious affiliation.,Atheist,-2.843779244,24,98,3,0,2,0
2/22/2019 12:14,2/22/2019 12:43,1705,1,19,6,9,7,5,6,5,5,4,2,,3,,5,1,2,0,0,141.676,0,to watch out for the hurricane that was coming and take precaution,8,6,6,7,4,4,5,4,7,7,3,4,5,6,7,7,7,5,5,4,7,0,0,1,0,0,0,1,1,1,0,1,6,4,5,6,3,6,3,4,7,3,6,25,29,20,1,"1,2",1,1,3,4,5,6,9,11,14,18,22,27,28,to test logical thinking,no,christians,-2.368357303,14,82,1,1,3,-2
2/25/2019 12:46,2/25/2019 13:18,1959,1,31,1,1,7,1,4,5,3,5,2,,1,,5,1,2,0,0,136.896,0,A hurricane is coming up the West coast of Florida.,6,2,8,6,2,6,1,2,8,7,5,1,8,2,9,5,3,8,2,9,2,0,0,0,0,0,1,0,0,0,0,1,4,1,3,7,1,7,1,7,7,3,2,18,1,40,1,"1,2",2,1,1,3,5,8,11,15,19,20,21,26,30,To see how people of differing viewpoints display bias in their assignment of puzzles to a group of LGBT people. Possibly people of different outlooks will assign easier puzzles to their ingroup? I couldn't complete a single puzzle.,I think that it was about more than just current events and spatial tasks but was actually some type of measure of biases.,LGBT individuals,-15.89526491,19,50,0,1,1,-1
2/25/2019 15:11,2/25/2019 15:50,2307,2,21,6,8,7,5,7,2,5,2,3,,1,,5,1,3,0,0,159.965,0,does your religion effect how you act or represent yourself in a position of power like the vice president of the United States,8,1,11,8,3,8,6,1,6,5,5,1,8,4,8,8,8,8,4,5,6,0,1,0,1,0,1,0,1,1,1,1,4,6,5,6,4,6,6,2,7,1,4,50,50,50,1,1,3,1,1,3,5,9,11,13,14,16,19,27,30,to test spatial inteligence,testing how one percieves a group of people based on what his or her religious views are,LGBQ community,4.018175873,8,68,2,1,4,-2
2/25/2019 15:52,2/25/2019 16:18,1582,1,21,6,11,7,5,5,3,4,4,2,,1,,5,1,1,6.01E-154,6.01E-154,6.01E-154,6.01E-154,christians in the US are declining. People are now not assiocated with a religion,9,1,9,8,3,8,1,1,8,7,1,1,7,6,9,6,2,8,2,8,3,0,0,0,0,0,1,1,0,1,0,1,6,5,7,7,6,6,1,5,7,2,3,42,28,58,1,"1,2",2,1,3,4,6,9,11,14,15,18,21,27,30,does religion play a part in abstract thinking?,does religion specifically impact ISI,Atheists,-0.06871540057,14,47,0,2,2,-1
2/25/2019 18:30,2/25/2019 18:52,1301,1,23,1,1,7,7,2,6,2,6,2,,1,,5,3,3,158.56,170.028,170.744,3,the impending hurricane is strengthening,7,2,8,8,3,9,4,4,8,6,2,1,7,3,6,7,1,3,2,9,2,0,0,0,0,0,1,0,0,1,0,1,3,3,7,7,2,5,1,7,7,3,3,36,10,45,1,1,3,1,1,2,3,4,6,9,18,21,27,28,30,to compare political beliefs to reasoning skills,mindsets surrounding personal beliefs,Christians,-8.581087088,24,50,0,1,2,-2
2/27/2019 12:17,2/27/2019 13:16,3560,1,22,6,6,7,6,6,3,6,4,1,,1,,5,1,2,0,0,144.134,0,some people think that talking to god is a mental illness,6,3,7,4,7,4,6,4,7,8,3,3,5,2,8,5,6,2,7,3,7,0,0,0,0,0,1,1,0,1,0,2,5,5,3,6,6,6,3,5,5,2,5,70,38,41,1,1,1,1,3,4,12,13,16,18,21,23,27,29,30,I don't honestly know,I don't know,LGBTQ,1.874285096,11,84,0,2,3,3
2/27/2019 16:09,2/27/2019 16:32,1403,1,19,6,8,7,5,2,6,2,6,4,Not sure,5,,5,1,1,6.01E-154,6.01E-154,6.01E-154,6.01E-154,more people nowadays are not going to church/being considered Christians,5,4,4,5,6,6,8,7,8,8,4,4,5,6,7,5,8,5,7,3,6,0,0,0,1,0,1,1,1,1,1,-1,5,5,6,4,4,6,5,4,5,3,4,50,50,50,1,"1,2",1,1,4,8,9,12,14,15,18,21,23,29,30,To see how a person depending on their views views a puzzle and if there's a correlation between the two?,A correlation between faith-based views and solving mind puzzles,Atheists,4.022972409,24,92,1,2,2,1
2/4/2019 13:28,2/4/2019 14:15,2833,1,19,6,11,7,8,5,7,4,7,2,,5,,5,1,3,0,0,162.629,0,"Hurricane Irma had slightly weakened, but after making landfall in Cuba and reaching the warmer water near the Keys, it has strengthened. Florida could also be under a tornado watch over the next week.",11,1,11,9,2,9,1,1,8,9,4,1,5,4,8,8,4,3,3,7,5,0,0,1,0,0,1,1,0,0,0,1,2,1,7,7,1,7,4,7,7,2,7,20,1,40,1,"1,2,3",3,1,3,8,9,10,12,18,20,21,27,28,30,"To determine what my political affiliation is based on my background, and see how that affects the ISI puzzles I give to certain groups. I believe that my educational level was also taken into account during this study as well.",The experiement is about confronting our own biases when it comes to the mass media and our knowledge of other groups and thier percieved intelligence.,Christians,-8.887952141,21,49,1,2,1,0
2/5/2019 15:37,2/5/2019 16:08,1856,2,21,6,6,7,5,3,5,1,4,1,,1,,5,1,2,19.866,19.866,131.505,1,"That the main stream media, which is mostly skewed to the left side of the political system, criticizes white christians due to them not being a minority.",7,6,7,7,5,3,9,5,9,4,6,7,9,3,7,3,9,1,7,1,7,1,1,0,1,1,0,1,1,1,1,2,7,7,1,6,6,3,1,1,1,1,1,56,92,73,1,1,2,2,4,6,8,12,14,16,20,24,27,28,29,The purpose of this study was to determine the relationship between the level of creativity and political leanage an individual has.,n/a,LGBQ+,10.12264241,21,98,4,1,5,1
2/5/2019 16:59,2/5/2019 17:20,1263,1,22,6,1,7,1,7,1,7,1,2,,1,,5,1,1,6.01E-154,6.01E-154,6.01E-154,6.01E-154,The news clip stated that religion isn't as much of a concern in America as it used to be. Declining numbers of people are attending church and more people are identifying as athiest or agnostic.,11,1,11,9,1,8,1,2,8,8,2,1,9,6,9,8,3,9,1,8,1,0,0,0,0,0,0,0,0,1,1,1,6,2,5,4,5,3,1,7,7,1,2,20,1,55,1,"1,2",2,1,6,9,11,13,14,16,18,20,24,27,28,Assessing my views on Christianity in some way,No,Christians,-2.758129985,4,40,0,0,3,1
2/6/2019 13:40,2/6/2019 14:21,2457,1,19,1,7,7,11,6,1,5,5,2,,1,,5,1,3,0,0,165.856,0,There is a tornado watch for 2-3 days,10,9,10,8,1,8,9,9,6,8,6,9,5,7,8,1,8,5,8,3,5,1,1,0,1,1,0,1,1,0,0,1,2,7,5,2,7,7,4,1,5,6,4,50,80,90,1,"1,2",3,1,1,2,3,5,9,14,15,18,19,20,21,see how personality traits affect thinking activites,to understand different culture thinkings,experimentors,6.635218381,11,97,4,1,2,-4
2/8/2019 12:24,2/8/2019 12:50,1512,1,20,6,10,9,5,2,6,2,6,2,,3,,5,1,2,0,0,137.857,0,Christianity is declining in America and more people are living independent of religion,8,2,8,3,2,8,8,2,8,7,2,3,2,6,5,7,8,7,3,9,1,0,0,0,0,1,1,1,0,1,0,1,6,2,6,7,1,6,2,6,7,1,6,30,40,20,1,"1,2",1,1,5,6,10,11,12,14,17,18,21,27,28,to determine the attitudes of people who belong to religious groups and those who do not,no,atheists,-4.372310632,24,73,1,2,2,0
2/8/2019 12:50,2/11/2019 10:27,250607,1,34,2,5,8,1,7,4,7,4,4,Libertarian,1,,5,1,1,6.01E-154,6.01E-154,6.01E-154,6.01E-154,"The message is that it is ok to attack one religion, but not another?",6,1,3,7,1,8,3,1,8,8,1,1,5,5,9,8,1,9,1,8,1,0,0,0,0,1,0,0,1,1,1,2,7,4,4,7,4,4,2,3,7,1,4,50,20,70,1,,1,1,9,12,14,18,21,24,26,27,28,29,30,Possibly to see what people think of a certain group of people and what I would think of their ability to complete the puzzles,I am not 100 percent what the purpose of this study is except to possibly understand what peoples' perception is of a certain group of people?,LBGTQ,2.300169781,10,43,1,0,5,6
3/1/2019 12:03,3/1/2019 12:40,2197,2,53,1,11,8,11,6,2,6,2,3,,4,,3,1,2,0,0,141.568,0,Weather information regarding Hurricane Irma,10,1,11,7,3,6,3,4,6,8,6,3,7,4,8,6,4,7,4,7,5,1,0,0,0,1,1,1,0,0,0,2,6,7,1,6,7,5,2,3,5,2,3,45,30,60,1,1,2,1,3,7,10,12,13,14,15,17,21,25,26,Testing spatial skills,N/A,Christian,2.576299477,8,67,2,2,2,0
3/21/2019 16:14,3/21/2019 16:38,1454,1,20,6,3,8,5,3,5,2,5,1,,5,,5,1,3,0,0,168.755,0,number of Christians are declining,5,3,6,4,3,6,6,5,7,7,5,5,4,7,5,7,6,5,6,4,5,0,0,0,1,1,1,1,1,1,1,2,6,6,4,3,7,3,6,2,4,1,2,90,85,100,1,"1,2",3,1,3,4,6,9,12,14,17,18,22,27,29,not sure,no,LGBTQ,16.62965077,21,88,2,2,5,-1
3/21/2019 18:48,3/21/2019 19:14,1520,1,20,6,12,7,2,6,2,7,2,2,,1,,5,3,3,0,0,168.377,0,"I would say that the message is that the Left is generally preaching for tolerance, but they refuse to be tolerant of Christian beliefs",5,7,6,6,2,7,3,4,6,6,3,1,7,4,8,4,3,7,1,9,6,0,0,0,0,0,1,0,0,1,0,2,5,5,7,5,2,5,1,7,7,4,5,29,20,74,1,"1,2",3,1,3,6,8,11,12,14,19,21,25,28,30,I have no idea. Possibly to see if the level of frustration you felt with the puzzles is associated with the assigned puzzles to another religious group.,Not particularly,Athiests,-2.563233266,7,63,0,1,3,1
3/22/2019 12:28,3/22/2019 12:52,1438,2,21,6,9,8,5,4,4,3,5,1,,1,,5,1,2,0,0,141.737,0,The hurricane is strong and only getting stronger as it makes it way up to Florida,9,4,9,7,4,7,5,4,6,8,3,3,7,4,7,5,7,5,6,2,5,0,0,0,0,0,0,0,0,1,1,1,6,5,3,7,4,5,6,7,4,3,5,60,55,57,1,"1,2",1,1,1,2,7,10,11,12,15,18,20,22,24,If what we believe in has to do with the difficulty level of tests we want to give to people,I didn't catch onto the purpose. Maybe that its about our beliefs and choosing what tests to give,Christians,2.648759847,18,76,0,0,3,-2
3/22/2019 12:55,3/22/2019 13:29,2035,2,20,6,12,5,6,3,6,2,6,1,,1,,5,1,1,6.01E-154,6.01E-154,6.01E-154,6.01E-154,That Christian faith is declining at a rapid rate in the U.S. The next generation coming up is a lot less religious then the Baby Boomers.I believe it has to do with technology and all the stuff happening with politics right now. No one can get along and there is a lot of hate in the world.,10,9,10,2,8,8,9,9,4,7,7,6,6,6,9,7,3,6,6,6,8,1,1,0,1,1,0,1,0,1,1,2,6,7,5,3,7,5,6,2,2,1,6,85,85,95,1,"1,2",2,1,7,9,10,12,14,15,17,19,21,27,30,To see how a millenial would react to the actions that a lot of younger people are doing now a days and see their perspective of it. I believe that my generation needs to be more respectful and respect their elderies and not get caught up in social media so much.,"This experiment was about seeing if faith is dying in America and how the millenial generation is the big problem of what that is. There are so many factors that are causing this decline in faith and respect, and it needs to be addressed.",A large group of Christians,19.82672646,23,97,4,1,4,0
