id,iv1_write,iv1_text,iv2_threat,comprehension_question,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,crt_naive,nfc_1,nfc_2,nfc_3,nfc_4,nfc_5,nfc_6,nfc_7,nfc_8,nfc_9,nfc_10,nfc_11,nfc_12,nfc_13,nfc_14,nfc_15,nfc_16,nfc_17,nfc_18,fii_1,fii_2,fii_3,fii_4,fii_5,fii_6,fii_7,fii_8,fii_9,fii_10,fii_11,fii_12,reaction_time_crt_1,reaction_time_crt_2,reaction_time_crt_3,reaction_time_crt_4,reaction_time_crt_5,reaction_time_crt_6,reaction_time_crt_7,nfc_fii_naive,age,gender,god_belief,certain_of_god_belief,prayer_frequency,prayer_duration,religious_attendance,religious_affiliation,previous_knowledge,purpose_guess,purpose_guess_certainty,start_time,end_time,nfc_total,fii_total,crt_total
31,2,I went and bought a chicken sandwich. It was the tastiest one I've ever had. The bread was toasted and crispy. The chicken was warm with just enough spice on it. It had a crunch to it as well. The sauce I poured on it made it even more delicious.,1,2,0.1,1,24 hours,12,15,20,2,2,2,3,1,1,4,4,2,1,4,3,4,1,4,3,2,5,5,5,3,4,4,4,3,5,3,3,3,4,4,5,14593,8474,9085,18389,8438,13733,6486,2,30,1,1,4,1,1,1,Christian,I knew nothing about it.,It was probably about how people think in regards to religion and its effects on the brain.,5,2017-05-24-05-16,2017-05-24-05-28,55,45,1
32,1,"One time I decided to go to work a little earlier than normal, for no apparent reason, just because I felt like I might as well listen to music longer in the car cause I wasn't doing anything else. I found out later when I got home that some drunk came barreling through our neighborhood right around the time I would have left for work normally and if I'd left at the normal time, I would most likely have been hit by them. It was very spiritual since things like this very much make me feel as if God is looking out for me.",1,2,0.05,100,24,3,30,10,3,1,2,4,2,5,4,2,4,5,4,2,2,4,1,4,4,4,2,4,3,4,4,4,2,4,4,5,4,1,2,1,17664,7549,10608,24636,13746,14149,17134,1,26,2,1,7,6,4,1,Christian,"Nothing, just the description",How religious affiliations affect thought.,2,2017-05-24-05-24,2017-05-24-05-40,41,38,2
33,1,"The only vaguely spiritual feelings I've had are when visiting holy places. I can't tell how much is just inherited spiritual materialistic from my highly touristic voyeuristic mother, and how much is a genuine desire to connect with people and places, but I certainly tend to get a chill down my spine I'd like to interpret as sublime recognition of noospheric signals from past personages whenever I step into a site such as Stonehenge or Notre Dame. I damn well would like to believe that I can feel the ghost of a notion, the essence of congregation, the former spirit of gatherings toward the only show in town when I pay cold hard American cash to embrace the architecture of a chir",1,2,0.1,5,24,4,29,20,3,2,5,5,1,1,1,5,1,1,1,5,5,1,5,5,5,1,1,5,1,1,2,4,2,4,1,1,2,5,1,4,10776,5637,3563,50981,18198,21220,42388,1,23,1,0,6,1,1,2,Atheist,Only that it is focused on story writing and personality.,Do extraverted and/or religious people describe things more vividly when prompted to spill their guts about ghosts for 50 cents?,2,2017-05-24-05-47,2017-05-24-05-59,85,28,5
34,1,A spiritual momnet is pretty much everyday for me when i pray. it is a good time and i enjoy it. it brings me peace. i love it for my life.  I think it helps with stress and any negative thing in your life.,1,2,1.05,20,24,144,30,10,2,2,2,2,1,1,1,1,4,1,2,4,5,2,3,1,2,4,3,3,3,3,2,4,4,2,5,3,5,4,5,4,35615,7675,48853,6973,14340,16157,3610,2,25,1,1,3,5,7,3,catholic,nothing,I think the study was for intelligence.,3,2017-05-24-05-50,2017-05-24-06-02,55,44,0
35,1,Once when I was smoking salvia it is a legal drug and some states that alters your mind I was under it and I saw a tree and the tree was talking to me and telling me that God is real and that my mother is alive in another realm and I can hear my mother calling me from the ground even though she was dead and from that point forth I always believed in religious and spiritual beliefs I was very faithful and the fact that God is real and that religion could take you away from all the negative and that Earth is really hell and after you dies when things change for you and your life gets better. Most people who believe in religion have had an experience like this or near death experience or something for them to believe most people don't just believe.,2,2,0.1,100,24,9,30,30,2,2,5,5,2,1,1,5,2,1,2,5,5,2,5,5,2,5,2,2,5,5,2,2,5,5,2,4,5,5,5,5,4440,2930,3533,3182,3473,14648,12927,2,23,2,1,7,3,4,3,Christian,It was about religion,I think the purpose of the newest identify how people feel about religion in 2017,4,2017-05-24-06-39,2017-05-24-06-47,73,50,0
36,2,"I wake up around 6 am. I take a shower, brush my teeth, comb my hair, and get dressed for work. I go downstairs, grab a morning snack, eat that real quick. I go kiss my fiance goodbye, put my shoes on, then walk out the door. I make the long two minute drive down the road to work. I get out, tuck my shirt in, put my vest on, and walk to the door. I make the walk back to our office, have our meeting. 10 hours later, I go home, have supper, soend some time with my family, watch some tv, then lay down and go to sleep, just so I can do it again tomorrow. That is the typical day in my life.",2,2,0.1,100,24,3,30,10,2,1,5,5,1,2,5,5,1,2,2,5,5,2,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,28148,24104,33491,42625,10954,44239,24503,2,36,1,1,7,4,2,2,Christian,nothing.,I'm not sure what it was about. I believe it was just a simple personality survey.,5,2017-05-24-14-19,2017-05-24-14-35,73,60,0
37,2,"I love the leisure time I have right before bed. I usually spend about an hour or so reading, which helps relax me so that I can fall asleep more easily.~~~~That said, this is a productive activity of sorts. I'm a writer, and my best inspiration usually happens when I'm on the brink of falling asleep. That happened to me the other night - I was reading a book about a zombie apocalypse, which is a genre I usually stay away from. I'm not fond of zombies, but getting out of my comfort zone made me wonder if I could write a similar book.~~~~Two days later, I have a completed outline. I'll soon be writing the last type of book I ever thought I would write.",1,3,$0.10,5,24,4,29,0,2,2,4,4,1,2,1,4,1,2,2,5,4,1,3,4,4,3,2,5,5,4,4,4,4,5,4,5,2,4,5,4,19735,27510,17291,141274,123440,88577,24944,2,40,2,0,6,1,1,1,Atheist,"I only knew that it was an investigation into story writing and personality. It sounded interesting, so I decided to give it a try.",I think the underlying purpose might've been to evaluate intellectual capacity in relation to religious belief.,3,2017-05-24-14-14,2017-05-24-14-35,71,50,3
38,1,I believe it was October 2006.  The pastor and some elders laid hands on me to be infilled with the Holy Spirit and speak in tongues. It was something I was interested in experiencing since I had met my wife who had experienced it.  It was quite powerful.  Words were coming our of my mouth by had had little direct control over it.  It was like a water spiget.  You can increase our decrease the flow but gravity and water pressure do all the work.  That is kind of like the Spirit.  It was a tremendous confirmation of beliefs.  It gave a physicality to them.,2,2,0.1,5 minutes,47,4,29,0,3,1,4,5,1,1,1,5,1,4,1,5,5,1,4,5,5,2,2,5,4,4,4,3,4,3,4,4,4,5,4,5,9783,19444,8425,32596,462199,71710,51922,1,37,1,1,6,4,2,5,Protestant non,Nothing,I have no idea,1,2017-05-24-14-26,2017-05-24-15-01,78,48,5
39,2,"I get up in the morning. I brush my teeth and have a quick shower. I iron my shirt and trousers before proceeding to have breakfast in my pyjamas. I get dressed, get out of the house and go to work.",1,2,0.05,5,36,4,15,10,3,1,5,4,3,3,3,3,3,4,3,5,4,3,4,5,3,1,1,4,3,4,5,3,3,3,3,3,3,5,3,3,6030,2923,6555,12379,5338,11618,8081,1,30,1,1,3,2,3,2,Catholic,nothing,no idea,2,2017-05-24-15-23,2017-05-24-15-35,63,41,4
40,1,"I do not have any religious beliefs.  I am strictly agnostic.  I am not a theist.  I am not an atheist.  There was not one experience that lead to this.  It was a journey that began when I was young.  I could not find a way to reconcile the existence of a God that is all good, all knowing, and all powerful, in a universe that includes so much suffering.  How can God be good and allow suffering to exist?  How can God allow suffering to exist when he can stop it?  Perhaps God is not good.  Perhaps God is not all powerful.  Perhaps God wants to stop suffering but can't.  Perhaps God is not god.  Because of this I would have considered my self an aetheist for a time. But I fell out with that, too.  There is no evidence one way or the other.  God's existence cannot be proven.  God's non-existence cannot be proven either.  Perhaps it doesn't matter.  Perhaps God is irrelevant.  Perhaps there is nothing to be gained from claiming to have the answer to a question that no human being can answer.  Instead, I focus on internal questions.  I ask, ""Who am I?""  I ask, ""Why am I suffering?""  I ask, ""Why is everone I know also",1,2,0.05,5,47,4,29,20,3,1,1,1,3,4,3,1,4,5,4,2,2,1,2,5,4,5,4,2,2,2,2,1,2,3,2,1,1,2,5,4,3298,3283,3496,7234,5768,3912,36610,1,37,1,0,1,1,1,1,agnostic,nothing,It has something to do with religious beliefs,2,2017-05-24-14-32,2017-05-24-14-50,39,27,7
41,1,I have always been catholic. When my father died I felt more closer to God than ever.,2,1,0.1,100,24,9,30,10,2,2,2,3,2,2,2,2,2,2,2,3,3,2,4,3,2,2,2,4,3,2,3,2,2,3,2,3,4,2,2,2,8848,11313,11864,19344,16087,113271,4532,2,30,2,1,4,3,4,4,Catholic,Opinions,Opinions,3,2017-05-24-14-14,2017-05-24-14-29,58,30,0
42,1,"basically god told me about an accident that was about to happen, i knew at that point god really did exist.",1,2,10,25,24,6,1,10,2,2,4,5,5,5,2,5,2,3,2,2,4,4,2,4,1,5,4,2,2,4,4,2,5,3,1,1,4,2,2,3,2417,2615,2343,3499,3077,4472,4096,2,29,1,1,6,5,2,5,christian,na,na,1,2017-05-24-14-15,2017-05-24-14-24,49,33,0
43,2,An everyday experience for me involves completing surveys on mturk. I go to the mturk web site. I search for surveys. I complete as many surveys as possible. I am frustrated when no surveys are available even though the survey is listed. I am also frustrated when I am rejected based on the number of HITS I have completed. This activity is a good way to earn some money. I earn at least 100 dollars a week. This supplements the family income.,1,2,5,5,47,4,29,20,3,1,4,4,2,4,2,4,2,4,4,4,4,2,4,5,4,2,2,4,4,4,4,4,4,4,4,4,4,4,5,4,6348,4537,7965,6221,6036,8377,29869,1,58,2,1,7,6,4,6,United Methodi,I did not know anything about this experiment before participating.,I'm not sure what the purpose is.,2,2017-05-24-14-34,2017-05-24-14-46,63,49,7
44,1,"A spiritual experience that I had was when I was at church. Our pastor is a prophet and he called people up who wanted a house. I went up although we didn't need a house yet but I don't want to miss out. Shockingly, he predicted the exact location and place that my wife and I were privately talking about moving when we start a family. This conversation occurred in our home and for him to get that revelation from God was freaky but also confirming. To me it felt as if God was saying I heard you. This I think for me was a powerful moment because it let me know that although we don't see him in the natural he is surely alive and well. iT'S BEAUTIFUL THING.",2,2,0.05,5,47,18,1,10,2,2,5,5,5,5,5,4,3,2,4,4,4,4,3,4,1,2,4,2,5,4,4,4,2,5,5,4,3,4,2,2,6479,2658,5819,28818,2646,8166,5177,2,27,1,1,7,6,6,5,Christian,Nothing,Religous beliefs,6,2017-05-24-15-32,2017-05-24-15-42,50,44,3
45,1,"A spiritual moment that I had fairly recently was when I was lying in bed the other night with my husband and my baby. I was suddenly overwhelmed with gratitude for all my blessings. I'm not a saint or a great person, but God has given me so much. Looking at their sweet, sleeping faces, I fought back tears and thanked God for all He has done for me. Even beyond saving my soul, He has blessed me richly in this life. I truly don't deserve all the wonderful gifts He has given me, but I am so thankful for them. Telling Him of my gratitude brought a sense of peace and calmness to my spirit, even though I had been worrying over finances earlier in the evening. It made me realize that I need to practice what I preach and trust God to take care of things. He has always given me what I need, and I have to trust that He will continue to do so.",2,2,0.05,5,47,4 days,29,$30,3,2,5,5,1,1,1,5,1,1,1,5,5,1,5,1,5,1,1,2,4,4,4,4,4,4,4,4,4,5,2,4,14651,3598,3957,16256,3562,38521,23566,2,31,2,1,7,6,5,6,Primitive Bapt,Nothing,I am not sure.,1,2017-05-24-18-54,2017-05-24-19-12,81,47,6
46,2,In every day life it was a like a routine work and after that meeting with friends enjoy the time with them after that went to home and spend time with tv watching movies and ate dinner it was the everyday experience it seems to be good so simple very nice of it.It has alot of difference in the day to day life there might be anything happens it will be very aware moment of it,1,2,0.1,100,24,3,15,60,2,2,5,3,4,5,3,5,4,5,3,4,2,4,4,4,5,5,4,4,5,4,5,3,5,3,1,5,5,4,5,4,3559,3639,3102,6385,3833,5654,3829,2,26,1,1,7,5,5,6,catholic,no,it was about the personality,1,2017-05-24-23-36,2017-05-24-23-45,49,49,0
47,2,"I like to paint. I try to paint as much as I can. I certainly paint every day. I like painting abstract things. I'm not a big fan of really detailed stuff. I like using acrylic. I'm not a fan of any other medium besides acrylic on canvas, to be honest.",1,2,0.05,5,47,8,30,20,2,2,2,4,4,3,3,2,3,3,2,2,4,2,2,2,3,2,3,4,3,4,3,4,2,2,4,4,4,4,3,2,7227,1758,5124,3702,2924,2757,3142,2,29,1,0,5,1,1,1,n/a,not sure,I have no idea.,2,2017-05-24-22-24,2017-05-24-22-32,50,39,4
48,2,"I wake up around 6 am. I take a shower, brush my teeth, comb my hair, and get dressed for work. I go downstairs, grab a morning snack, eat that real quick. I go kiss my fiance goodbye, put my shoes on, then walk out the door. I make the long two minute drive down the road to work. I get out, tuck my shirt in, put my vest on, and walk to the door. I make the walk back to our office, have our meeting. 10 hours later, I go home, have supper, soend some time with my family, watch some tv, then lay down and go to sleep, just so I can do it again tomorrow. That is the typical day in my life.",2,2,0.1,100,24,3,30,10,2,1,5,5,1,2,5,5,1,2,2,5,5,2,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,28148,24104,33491,42625,10954,44239,24503,2,36,1,1,7,4,2,2,Christian,nothing.,I'm not sure what it was about. I believe it was just a simple personality survey.,5,2017-05-24-14-19,2017-05-24-14-35,73,60,0
49,1,"When my brother died (I was fourteen, he was twenty-one), I felt his presence in his room. I worshipped my older brother, and I was crushed when he died in a car accident. But his presence was not just ""so real"" it was actual real. It was physical, not just mental.  I felt he was comforting me, and letting me know that he was in a good place, and that I would have a good life.  In this  experience, it was very spiritual and and the sense of God was very present, as well.",1,2,0.1,5,47,5,15,20,3,2,2,4,4,2,4,4,2,4,4,4,5,2,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,2,4,15627,27511,7188,36412,29497,41063,14950,1,44,1,1,3,2,2,2,Catholic,Not much really.  Just that we would write and answer some personality questions.,I think you were seeing if we were part of the Christians who have abandoned the church.,2,2017-05-24-16-45,2017-05-24-17-02,55,46,4
50,2,Going to work is an experience that feels familiar and routine because It occurs on a daily basis. I wake up at about 7 and take a shower and get dressed. Then i either decide to walk or take the car to work depending on the weather.,1,2,0.1,100,24,3,1,0,2,1,5,2,5,4,2,2,1,2,2,4,1,2,4,2,4,4,2,4,2,4,4,4,4,1,4,1,2,1,1,4,6544,3962,4225,7649,6741,9035,3787,2,22,2,0,7,1,1,1,none,nothing,not sure,1,2017-05-24-16-51,2017-05-24-16-59,54,32,0
51,2,"I love the leisure time I have right before bed. I usually spend about an hour or so reading, which helps relax me so that I can fall asleep more easily.~~~~That said, this is a productive activity of sorts. I'm a writer, and my best inspiration usually happens when I'm on the brink of falling asleep. That happened to me the other night - I was reading a book about a zombie apocalypse, which is a genre I usually stay away from. I'm not fond of zombies, but getting out of my comfort zone made me wonder if I could write a similar book.~~~~Two days later, I have a completed outline. I'll soon be writing the last type of book I ever thought I would write.",1,3,$0.10,5,24,4,29,0,2,2,4,4,1,2,1,4,1,2,2,5,4,1,3,4,4,3,2,5,5,4,4,4,4,5,4,5,2,4,5,4,19735,27510,17291,141274,123440,88577,24944,2,40,2,0,6,1,1,1,Atheist,"I only knew that it was an investigation into story writing and personality. It sounded interesting, so I decided to give it a try.",I think the underlying purpose might've been to evaluate intellectual capacity in relation to religious belief.,3,2017-05-24-14-14,2017-05-24-14-35,71,50,3
52,2,"I am proud pet owner of four furry babies. They range with different ages. Two of my dogs are ten, one is six, and the last one is seven months. They are very demanding when it comes to my attention and time. An hour of my day consist of walking them and they really enjoy their car rides to the park. They eat twice a day; once in the morning and once in the evening. When I wake up in the morning, they get to eat and then I take them outside to go potty. If I have to leave the house, I usually put them in their runner kennels outside (only if the weather is nice). If the weather is bad, they usually go back inside. I pretty much work to care for my dogs because they are rather spoiled. They get the best food and the best treats. They even have an area designated for them to sleep and it consist of fleece blankets and memory foam mats.",1,2,0.05,100,24,4,15,10,2,1,4,4,1,1,2,4,2,1,3,4,4,2,4,4,4,1,2,4,4,4,4,4,4,4,4,3,4,4,3,4,7939,3845,4026,9089,4202,6548,3794,2,30,2,1,7,5,4,4,catholic,nothing,I am not quite sure what this study was about because the questions were so random!,2,2017-05-24-23-29,2017-05-24-23-39,71,46,2
53,2,"I wake up and go for a run. Sometimes I go to the gym as well. I enjoy exercising since it makes me feel better and helps me sleep better at night. I also eat the same thing for breakfast every day. I go to work usually nearly everyday, sometimes I work from home. When I go to work I take the bus. It's convenient and better for the environment plus it's cheaper. I don't have to pay for parking or gas. I save about $40 a month since I take the bus to work. I can also do other things instead of worrying about driving. I spend my day at work and then I go home and spend time with my family. I love my family; my wife and kids. It's almost always a good time to spend time with them. Sometimes they have their moments, but all in all it's a pleasure being a husband and father.",1,2,0.05,5,47,6,31,20,3,1,3,4,3,3,3,3,2,4,3,3,3,4,3,3,2,2,3,3,4,3,3,2,4,4,2,3,3,4,3,2,5805,2026,2875,4152,5849,27002,10222,2,37,1,1,4,5,4,4,LDS,No knowledge,Perceptions on decision making,2,2017-05-24-19-55,2017-05-24-20-06,51,37,5
54,1,"I am no religious, i do not believe in god but i do believe in karma and energy that if you put negative energy out you will only get negative back. so if you are also remaining positive and you do good things that you will have good things happen to you. i feel that because i have had many struggles but i also remain positive and i always do right and treat people good and things always seem to work out for me. i have know people who have done alot of bad things and bad things just keep happening to them. i really believe if you start doing positive actions and putting positivity out there that you will get it in return.",1,2,0.1,100,24,5,1,10,2,1,2,2,5,5,5,2,4,4,4,1,2,4,3,1,2,4,5,2,4,4,4,4,4,4,4,2,4,4,3,4,7828,4691,5999,32654,5024,39086,13815,1,39,2,0,6,1,1,1,0,i didnt know anything,i think this survey was about your religious beliefs and what kind of person you are,2,2017-05-24-18-58,2017-05-24-19-10,29,45,0
55,1,I believe it was October 2006.  The pastor and some elders laid hands on me to be infilled with the Holy Spirit and speak in tongues. It was something I was interested in experiencing since I had met my wife who had experienced it.  It was quite powerful.  Words were coming our of my mouth by had had little direct control over it.  It was like a water spiget.  You can increase our decrease the flow but gravity and water pressure do all the work.  That is kind of like the Spirit.  It was a tremendous confirmation of beliefs.  It gave a physicality to them.,2,2,0.1,5 minutes,47,4,29,0,3,1,4,5,1,1,1,5,1,4,1,5,5,1,4,5,5,2,2,5,4,4,4,3,4,3,4,4,4,5,4,5,9783,19444,8425,32596,462199,71710,51922,1,37,1,1,6,4,2,5,Protestant non,Nothing,I have no idea,1,2017-05-24-14-26,2017-05-24-15-01,78,48,5
