id,iv1_write,iv1_text,iv2_threat,threatened,bullshit_receptivity_scale_1,bullshit_receptivity_scale_2,bullshit_receptivity_scale_3,bullshit_receptivity_scale_4,bullshit_receptivity_scale_5,bullshit_receptivity_scale_6,bullshit_receptivity_scale_7,bullshit_receptivity_scale_8,bullshit_receptivity_scale_9,bullshit_receptivity_scale_10,bullshit_receptivity_scale_11,bullshit_receptivity_scale_12,bullshit_receptivity_scale_13,bullshit_receptivity_scale_14,bullshit_receptivity_scale_15,bullshit_receptivity_scale_16,bullshit_receptivity_scale_17,bullshit_receptivity_scale_18,bullshit_receptivity_scale_19,bullshit_receptivity_scale_20,bullshit_receptivity_scale_21,bullshit_receptivity_scale_22,bullshit_receptivity_scale_23,bullshit_receptivity_scale_24,bullshit_receptivity_scale_25,bullshit_receptivity_scale_26,bullshit_receptivity_scale_27,bullshit_receptivity_scale_28,bullshit_receptivity_scale_29,bullshit_receptivity_scale_30,brs_not_naive,age,gender,god_belief,certain_of_god_belief,prayer_frequency,prayer_duration,religious_attendance,religious_affiliation,previous_knowledge,purpose_guess,purpose_guess_certainty,start_time,end_time,brs_total
158,2,"The moment where I was sure there was someone watching over me was a few summers ago, I was on a trip abroad in Europe with some friends. We were at Amsterdam and we went out on friday night. Everything was going perfect, we were having lots of fun and we meet some guys who invited us to a local party. It was a very stupid decision but we were a little bit drunk so we agreed to go with them. We arrived at this abandoned factory, at first it didn't seemed strange because it was supposed to be this sort of rave. We arrived and we meet lots of people and I was pretty sure it was gonna be a good night. I was wrong. The police came and raided the party, it was complete chaos. Everyone was running away trying to hide from the cops and me and my friends didn't knew what to do because the cops were shouting in dutch. We hide for a while and I was praying extra hard not to get caught. I prayed so hard that I started crying and I promised that If we made it out of there alive and free I would go to church and pra",1,1,3,4,3,4,3,3,3,2,4,3,4,3,3,3,4,4,4,2,3,2,2,3,4,4,3,4,4,2,4,4,0,25,2,2,5,3,11,3,christian,I had no idea what is it about.,To know our perceptions regarding religion and our stand,3,2017-07-03-05-12,2017-07-03-05-21,98
159,1,"Since I work from home my daily life consists of making coffee to wake up, checking my email, etc on my iphone, and after that I usually make some breakfast, then settle into my bedroom where my desk and computer are to start working on my computer while I eat. I usually get my work done in a couple of hours then I set about doing hits on mturk to make extra money to help pay my bills.~~I usually work on hits from around 10 AM to about 3 or 4 PM.  I take a break in between around lunch time then I may do a bit of housework, or run errands.  I usually do hits for at least another 3 hours if there are any to do.~~After I feel exhausted and need to rest my brain, I watch some tv, check my phone for emails again, and then make dinner.  After dinner, I watch the news and then watch programs until I get sleepy and then go to bed at around 11 PM.",1,0,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,3,2,0,56,2,1,7,1,1,1,atheist,It was a study on storywriting and personality,Do you believe in god? is the question that I think this survey is about.,4,2017-07-01-18-11,2017-07-01-18-24,40
160,2,"If there was anything spiritually related that I'd have to think of, it'd have to be when I was a young child around the age of 10, where my parents would take me and my brother to this Buddhist temple, where everyone would gather round and decide to do things that would require our presence. I actually saw at one point where this woman in a silver fox fur coat, give one of the Buddhist monks a red envelope. So, I went up to the woman in the silver fox fur coat, approached her, touched her fur coat, and asked about what this is meant for. (Honestly, she actually responded quite well, and actually hugged me in her fur, simply because I praised her for wearing such a luxurious garment of clothing) She told me that this was how the Buddhist monks grant the spiritual protection of the people, in response of how the people give them the envelopes. The woman in the silver fox fur coat, however had changed not just my spiritual & religious beliefs, but other things, as well (this might get a little graphic). So, the thing is, we decided to have sex in the rooms that usually no one goes into, because it is sacred to the temple, but this woman in the silver fox fur",2,1,3,2,2,3,3,3,3,2,4,2,2,3,3,2,3,3,3,2,2,2,2,2,3,3,2,2,3,2,5,3,0,20,1,2,5,2,4,3,Buddhist,It was about religion,It may have been for research purposes.,2,2017-07-02-04-19,2017-07-02-04-29,79
161,1,"An everyday experience I have is preparing meals for 4 children. They all have their own preferences and it is very difficult to find one thing that they all like and will eat without complaint. Just when I think I've found something, a child who previously liked the meal has now decided not to like it anymore. This can be immensely frustrating. Even with something as simple as peanut butter and jelly sandwiches there are all of these individual preferences that, if I don't get just right, I am sure to hear whining and fussing about. One wants a whole sandwich, the others want halves. Easy enough, right? Wrong. Some of them want their sandwiches cut, some want them uncut. Some want grape jelly, some strawberry. One prefers his with sliced up bananas and raisins, but heaven forbid I give the other children that, there will be an uproar. Who ever thought that feeding children could be so exhausting. And just when you get the job done and cleaned up, it's time for the next meal!",2,1,1,1,1,3,3,1,1,4,2,1,1,1,1,1,1,2,1,1,1,1,3,1,2,2,2,1,3,2,4,2,0,37,2,2,7,6,3,6,protestant,"I knew that there was going to be a 5 minute writing component, followed by some questions and that it would take about 30 minutes in total to complete.","I think the study was investigating whether one's religious beliefs, or faith in God would affect their answers to the questions.",2,2017-07-02-21-03,2017-07-02-21-25,51
162,1,"One of my everyday experiences include the act of going to work. I wake up at 5 a.m., and then I make my bed. After that, I get my clothes out of the closet, and then head to the bathroom. It takes me about 30 minutes to get ready. I then make my lunch, brew some tea, and head out the door. I wait about 10 mins for the bus. It takes about 30 minutes to get work. When I arrive, I clock in, and begin the day. ~~~~At the end of my workday, I clock out and head to the bus stop. I wait about 10 mins for the bus. It takes about 30 mins to get home. Once I arrive home, I cook dinner. Once dinner is ready, I make my plate, and sit down and watch my favorite tv program. After eating, I get ready for bed. I take off my work clothes, and head upstairs. I put on my pajamas, and go to dreamland. LOL.",1,0,4,4,4,4,4,3,4,4,4,3,5,3,3,4,3,4,4,4,3,4,3,5,4,4,4,3,4,3,5,4,0,33,2,2,7,3,4,4,Christainity,That it was going to assess our story writing and personality?,"Are we religious? Do we believe in higher self, or supreme?",3,2017-07-02-20-18,2017-07-02-20-30,114
163,2,"I own and operate a farm. A number of years ago, we had a very wet  spring and our spring planting was way behind. When the weather cooperated and things dried up so we could work the soil, I had to work almost around the clock to get all the work done. One day, I came home from working up a field and I had to use a different tractor and machine. I jumped off the one I was using, almost before it stopped moving and ran to the other one to get on it and go. But my foot slipped and I scraped my leg all the way from my knee to my ankle. It hurt so bad, I sat down and then I heard a voice in my head say. Jim, slow down. You only willgain a few seconds by running from thing to thing.",2,0,3,3,3,3,3,2,2,4,3,4,3,2,4,3,2,4,3,4,3,3,4,3,3,5,4,4,4,4,4,3,0,64,1,2,6,5,6,1,non,I did not know anything about it,does the divine manifest itself in your daily life. Do you understand that the divine is interacting in our lives,3,2017-07-01-22-21,2017-07-01-22-34,99
164,1,I tend to wake up at 5am and take a shower and then get dressed and make some breakfast then get my school stuff together and leave.,2,0,2,4,1,3,4,3,3,3,2,5,4,3,2,3,5,1,1,2,4,3,3,3,2,4,2,5,3,4,4,2,0,20,1,1,6,2,2,2,Atheist,Nothing,How do people view everything,4,2017-07-03-02-59,2017-07-03-03-08,90
165,2,"My religios beliefs vary depending on my life cirucumstance. I have a severe mental illness and so I have struggled with finding the ""meaning"" of God and actually hanging onto that knowledge for very long. I thought when I was visited by LDS missionaries that I finally found my ""home"" with religion, but then it all fell apart until a new time when maybe I thought God was not there. I guess overall I continue with the belief that there is a higher power but I can't think of a specific instannce where BAM He was there and ""in my face"" to see his presence. I wish I could have that, it would be very comforting. But, alas, I do not, so I have to be thankful for the times that I think the presence is there and rest on that. I envy people who can find God all of the time in their hearts and in their minds. I wish I could have that a well.",2,0,1,2,2,1,3,1,3,5,1,2,2,2,4,1,1,5,4,5,2,2,3,5,5,2,2,5,4,5,3,3,0,51,2,2,5,2,2,2,Christian,nothing. But I did find it interesting.,Determining what type of phrases people find interestig and/or profound,4,2017-07-02-21-11,2017-07-02-21-24,86
166,1,"So I'm drinking coffee to try to be alert, still, around 11 AM. Since it's a weekend, I'm multitasking doing laundry, vacuuming and trying  to talk to my daughter while making a list of stuff we need at the store. Next door, the endless lawn maintenance is going on with the weedeating, blowers and mowers going for the designer lawn that just makes mine look bad by comparison. I am trying to keep things together for my daughter's sake, but feel a headache coming on, and just then the caffeine begins to kick in and I make a new resolution not consume more than 2 glasses of wine in any one evening, not even with sea bass. I ask my daughter if she wants to go with me shopping, and she says shure, she needs some new sandals. I'm pleased she wants to go with me, since this is a phenomenon that won't last much longe",1,0,4,2,1,1,1,1,1,1,2,1,1,1,4,3,5,1,1,1,1,1,1,1,4,1,1,4,2,3,1,3,0,35,2,1,5,2,2,3,Methodist,Nothing,Tendencies toward religiosity in everyday experiences may be the question.,2,2017-07-02-00-03,2017-07-02-00-15,55
167,2,"I suppose the closest I've come to a spiritual experience would be the experience of going out into the night and looking at the stars. I'm from a rural area with a very large front and back yard and a great view. When I was growing up, sometimes I would go out into the yard in the evening and look at the sky on a clear night. The sky was full of an amazing array of stars. When I saw the stars, I would see exactly how large everything is. While I don't have any belief in the supernatural, I do like to see how the bigger picture fits together. And so this experience of looking at an amazing sky can serve kind of a spiritual purpose. I think the spirituality of this is just seeing how far-reaching the natural world is. It serves as something of a humbling experience that helps put things in perspective.",1,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,34,1,1,6,1,1,1,None/Atheist,I knew nothing about this experiment before participating.,The study seems to be about religious belief and experience.,2,2017-07-02-16-35,2017-07-02-16-46,32
168,1,"At my job with a small municipal government, I do work with our cemetery. Almost everyday we have interactions with citizens either planning for the future or dealing with a death. One of the people I met last week was purchasing a cemetery plot for her mother who had died one day earlier. When she met with me, I offered to go to the cemetery to choose a plot in the morning when it was cooler. She said she didn't mind the heat but was on her way to another city as her father was becoming an American citizen that day. He father's birthday was also upcoming on July 4th. It is always a challenge of my job to deal with the emotional toll of the deaths I discuss. However, some make an impact on me more than others. I felt such sympathy for this woman, probably my age, who was torn between the celebration of her father's patriotic accomplishment, and grieving the loss of her mother. When she returned to my office the next day she also told me her mother had also just gotten her citizenship a few months before. I was touched by this family's tragedy. However, I hear so many stories daily.",1,1,3,2,2,4,2,1,4,3,4,3,3,3,4,3,1,3,3,3,3,4,3,2,2,3,3,2,4,1,4,3,0,49,2,2,1,5,6,2,non-denominational Christian,I didn't know anything except that I'd be writing about my usual daily routines.,How a person handles their daily tasks is impacted by their religious beliefs.,2,2017-07-02-21-19,2017-07-02-21-33,85
169,2,"As I am not religious, but agnostic, perhaps I shall write about how I wish I did have that sort of security. I think it would be so nice to have such a large group to relate with and also, the reassurance that everything that is going on, is happening for a reason. I mean, I don't think everything is meaningless, but I am more thinking towards we create our own destiny... For better or for worse. Also, I do think that luck does come into play. It's a big ol' culmination of things that I don't fully understand. Although I don't have beliefs, I think I am a good person. I am empathetic, sympathetic, and generally a moral person. I'm really sick of being told that I'm going to hell for not believing. It's a non-issue--I'm not scared--It just kind of hurts that these people think so little of me because I'm different than them. I like to feel accepted, I'm sure most or a lot of people do. For them to insinuate that I'm this horrible person for the sole purpose of not accepting Jesus is a little disheartening. It makes me feel like nothing else matters to them. Of course, this isn't true of every religious person--These are more extreme cases, but they have really stuck out for me.",2,0,5,3,1,1,5,5,5,3,5,3,3,3,1,5,5,3,4,2,3,2,2,1,3,5,3,3,4,3,5,3,0,27,2,1,5,1,1,1,Agnostic,That it would relate writing to personality,Whether or not religious folks like science.,2,2017-07-02-00-18,2017-07-02-00-30,99
170,1,"On most days I sleep until about an hour before I need to go to work. I wake up and get a shower, listen to part of a podcast and then head to work. I very rarely eat in the morning. After work I typically watch TV and play video games. Currently my two favorite games to play are Worms WMD and Hearthstone. Sometime in the evening I make dinner for my girlfriend and I. Sometimes I grill the food, because I really like grilling. Other than that, a typical day for me is pretty uneventful.",1,0,4,4,3,1,4,3,5,2,2,4,5,1,2,1,1,4,2,2,4,4,4,4,3,3,3,2,3,5,3,3,0,31,1,2,5,4,6,1,Non-denominational,nothing,I have no idea what this was about.,2,2017-07-02-02-52,2017-07-02-03-06,91
171,2,I was dealing with infertility and desperately wanting to have a baby.  I decided to go for a walk to calm my mind about my struggle.  I was walking on a trail and taking in the scenery including the sun just appearing over the mountains. when I felt my grandmothers presence as clear as could be. Having an abusive mother my idealist grandmother was everything.  I felt her essence inside my body and it was a slice of heaven to feel her.  It was a complete elation.  Time seemed to stand still but yet it was probably 5 seconds in reality. Her spirit told me it would all be ok.  No words just a complete calm was emanating through me. I would soon have success with an IVF pregnancy.  Deep down I knew it would work because of this experience.,1,0,4,3,2,3,3,4,2,4,2,2,4,2,4,2,4,4,3,4,3,4,4,3,4,3,3,4,3,5,3,4,0,42,2,1,4,2,2,1,Mormon,I knew it was a spiritual survey,Maybe that people are moving away from traditional god/Jesus influenced religions and more towards a universe is infinite and everything is connected type spirituality.  This survey is tracking the trend in Spirituality as it is changing.,4,2017-07-03-05-10,2017-07-03-05-23,99
172,1,"An everyday experience for me is commuting to work. I leave my apartment 7:30, 7:45 and I drive into downtown for work. Every morning you start to notice the same cars and the same route they take. I have my music playing and am sipping on coffee as I drive in. I maneuver through and pull into my usual paid parking lot. I park in my designated spot, 140, and pay for my spot, than walk into work.",1,0,2,2,3,3,4,4,4,5,5,3,3,4,4,2,1,4,2,4,1,5,2,3,1,3,2,2,3,1,4,4,0,23,2,2,6,4,4,4,catholic,I knew nothing coming into this,Trying ti gauge how everyday experiences shape your religious beliefs,3,2017-07-03-05-59,2017-07-03-06-14,90
173,2,"There have been a few questions I have had in my mind automatically answered by my surroundings. I have had duels with demons in my car, at the movies, and at my house. Sometimes my faith is stronger than other times. I have awoke to shadows of demons by my bed and the like. I have had dreams where God is there. I'm not religious by any means, but I know God and demons exist. There is a spiritual battle every day.",1,0,2,2,1,2,3,2,2,3,4,1,3,4,4,4,4,5,3,2,4,4,5,4,1,4,4,2,2,5,4,4,1,21,2,2,7,6,6,4,Nondenominational,Nothing,To see how various degrees of spirituality affects one's perception.,6,2017-07-01-16-31,2017-07-01-16-46,94
174,2,"I am not sure if I can write about a spiritual experience. It seems a little new age to me, I like thinking about GOD and trying to do the right thing even when its not easy. I am however, not religious. If one looks at Jesus of Nazareth and what he taught, he never said be religious for I am religious. And unlike what some Socialist Sanders and or his followers preach Jesus was not a Socialist! His main concern was doing what GOD sent him to do and in the future setting up an Earthly Kingdom which will be the fulfillment of all Judaism.",1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,56,1,2,7,4,8,4,Harvest with Greg Laurie,I knew that is was being hosted on Amazon mTURK.,Perhaps a 12 monkeys wrote those statements? And researchers want to see if anyone will join the 12 monkeys church. ~~I really cannot see any purpose in this study except perhaps someone is late in getting their Spring Final Paper done?,2,2017-07-02-06-45,2017-07-02-07-02,31
175,2,"My grandmother died. We were very close. She helped raise me and watched my son while I worked on weekdays. She was very close with him as well. She died of cancer. She fought it for about a year, but there was just no hope. Not long after she died we were still having a hard time. I'd cry during dinner and my son would start cry over it in the middle of the night. I had a dream. I dreamed of the Elvis Song Bridge Over Troubled Waters and her. She talked about me having another baby and how she loved us. How we missed each other and she missed my son. I woke up and down loaded the song. Not long after that (a few months) I became pregnant. I named him after her maiden name, by the way. But I just believe in an after life maybe because of that dream. Maybe like a link. But I listen to the song when I need her",1,0,5,4,5,5,4,1,3,5,1,4,1,1,5,1,4,2,3,1,1,1,1,2,5,3,1,5,4,1,3,1,0,29,2,2,2,4,2,1,Christian,None,What religious background or belief in God has to do with scientific statements.,2,2017-07-02-04-21,2017-07-02-04-49,83
176,2,"I had an experience like this when my baby kicked for the first time. It completely changed my life and gave me new views. It feels so amazing that I am carrying this little baby inside of me and that it is something that is made from the cells inside of me. It gives me a new feeling abut life, it makes me believe in miracles and fate and it makes me see the world as a new place. I was made to be doing this and I was made to be apart of this. I can't ever seeing myself doing anything but caring for this.",1,0,3,3,3,1,3,2,4,3,4,4,4,3,2,2,1,1,3,4,2,3,2,2,2,3,3,2,2,3,4,2,0,23,2,2,5,2,3,3,nondenomination,n/a,Think it was about peoples beliefs.,3,2017-07-02-04-49,2017-07-02-04-58,80
177,1,everyday i do the same things. My day is pretty routine now. I have a toddler so the eating and nap times are always the same. He gets his milk at the same time every day and takes a bath every night. one thing that i absolutely need to do every day is brew a 8 cup pot of coffee every morning. I also brush my teeth 2 times a day with my son.,1,0,4,2,3,3,3,3,2,2,4,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,3,3,2,2,2,2,0,29,2,1,3,1,1,1,Agnostic,I didnt know anything about the study.,If people believe in god how much do they believe in science? I have no idea really.,2,2017-07-03-03-17,2017-07-03-03-27,72
178,2,"I had a spiritual experience after my father passed away.  It took place at his funeral when we were all overcome with emotion.  My mother and I were walking side by side holding hands to the gravesite when a beautiful monarch butterfly began to fly alongside us.  It kept flying into my mother, very unusual for a butterfly.  It flew with us the entire walk from the viewing area to the gravesite, about a 5 minute walk.  It even turned a corner and kept following us.  I felt something special was happening and then my mother commented that she was feeling the same thing.  It  was a spiritual moment that made us feel connected to my father.  It helped me to feel that he was somehow with us, telling us things were going to be ok and that he loved us.  I feel he is still with me in some way. I often still feel his presence.",1,0,2,3,2,3,4,4,1,4,2,4,2,5,4,4,3,4,4,4,1,2,2,5,5,3,3,3,4,5,3,3,0,41,2,2,6,4,2,4,Jewish,Nothing,If you are more spiritual after reliving a spiritual experience while writing about it.,2,2017-07-03-05-17,2017-07-03-05-30,98
179,2,"Several years ago I went to a religious convention at Anaheim Stadium.  There was a lot of music and many people, and I really felt like I belonged.  I was already pretty religious, but being surrounded by so many other Christians was extremely spiritual.  I could actually feel the vibes coming off the other people surrounding me.  It was one of the greatest experiences of my life.  We all sang and held hands and I felt nearly like I was having an out of body experience.  It cemented my belief in my Christianity.  Even now I can experience what it felt like to be there.  It was truly one of the most powerful feelings I have ever had.  I have always believed in Jesus and God, but I could actually feel them in the stadium with all of us.  I hope to be able to experience that again some day.  I wish everyone could experience that feeling.  I would love to take my son t",2,1,3,4,1,4,3,4,3,4,3,4,3,3,4,1,5,3,2,3,3,2,4,5,5,1,2,5,4,2,4,2,0,49,2,2,7,5,5,5,Christian Baptist,I knew nothing,"I'm not sure, but maybe to study the beliefs of the general public?",3,2017-07-02-00-10,2017-07-02-00-27,96
180,2,The biggest thing that happened to me that shaped my spiritual beliefs was dying.  I was 21 and was in preterm labor with my first child.  everything was going wrong. I was hemorrhaging and my child's heart stopped. they had to knock me out and deliver via an emergency c section.  the combo ofmy already losing blood and then the c section caused me to bleed out too much.  they kept trying to transfuse but it wasn;t fast enough.  I flatlined on the table.  I witnessed everything from the sidelines in what can only be described as an out of body experience even though I did not believe in that.  What happened next I don't want to terribly share but I got a very clear idea of what happens when we die.  It shaped my spirutal outlook from then on.,1,0,2,2,2,1,4,4,2,4,3,3,3,4,3,1,2,3,4,2,1,4,3,2,3,1,2,3,4,5,2,4,0,36,2,2,6,2,2,1,buddhist,nothing,unsure,2,2017-07-03-03-04,2017-07-03-03-16,83
181,2,"When I was a child, maybe 7 or 8 years old, I was at the local K-Mart with my mother. It was a school day, but I had gotten off school because I was going to a dentist appointment later that day. There was a raffle going on at the K-Mart at the jewelry counter where you could get a ticket for free and win a large stuffed animal Saint Bernard. I got a ticket and while we were shopping every so often they would announce over the speaker that the drawing was in so many minutes.  I was raised in a religious",1,0,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,3,2,2,1,1,1,1,1,1,1,0,46,1,1,5,2,2,2,Agnostic,That it involved religion,To determine if religious beliefs can be linked to gullibility,3,2017-07-01-17-32,2017-07-01-17-48,38
182,1,"If I am going to be driving for Uber, I wake up by 4:00 am to catch the 4:50 am train to Silver Spring, then get on the red line to Fort Totten, then switch to yellow or green line to Columbia Heights.  I may stop at Starbucks for a few minutes of WiFi before getting the car.  Then I drive to either Palisade Heights, or cross the chain bridge and head towards Tysons and start picking up passengers.  Lately, I haven't had money to make the commute, so instead I have been walking either to the library, Sheetz, or the cybercaf̩ to work on Mechanical Turk.  I have also been going through personal items to see what I can sell.  I also spend a lot of time procrastinating by looking up arcane informance on Wikipedia, or reading any front page",1,0,2,3,1,2,3,5,4,3,1,2,1,4,1,2,1,1,1,1,2,1,2,2,5,1,1,1,2,3,1,1,0,51,2,1,7,1,1,1,"raised Catholic, now an athei","Story writing and personality, based on hit description.","How your belief in religion, science and the occult influence your writing.",2,2017-07-01-22-37,2017-07-01-22-49,60
183,1,"I just had an argument with my fiance about our a pre-paid debit card.  He walked up to me and announced ""I have $41 on my card"" to which I replied ""what card?"".  He looked and me astonished and said ""there is only one card I could possibly have that money on""  (this by the way is NOT true).  I informed him I could not read his mind and I would appreciate it if he would stop trying to make me feel stupid.  Our argument continued for about 15 minutes.  We went back and forth and back and forth trying to disprove one another. ~~ Trying to get each to see the other's side.  Each of us thinking we are right and the other is so wrong.  Making a big deal out of something quite trivial.  Bottom line, I don't even know why he was informing me of the balance on this card.  I don't give a shit!  This is an average day in the hell of my life.",2,0,3,1,3,3,1,2,2,3,1,3,1,1,3,1,4,2,4,1,4,4,1,1,4,4,2,4,1,4,3,1,0,47,2,2,1,2,3,1,none,nothing,im not sure what this was about.  it was confusing,1,2017-07-02-04-25,2017-07-02-04-38,72
184,2,"I remember being 13 and a Catholic who went to church everyday...Dad's rules, my dad was my favorite. I was a daddys girl, my mom wasn't very attentive however, they were both middle class parents. To the story, my dad had a masiuve stroke he came back very different with mental and physical defects. I felt i had lost my dad....I was so lonely at home...I felt like I had no mother who just bought me things. anyway I asked god to be the father I lost. ~~~~",1,1,3,3,3,4,5,2,4,5,5,5,5,5,2,4,2,5,5,5,5,3,3,5,5,5,4,2,5,5,5,2,0,40,2,2,6,4,6,4,Catholic,"I didn't know anything about this story but, I needed to finish my store. So, i ask got to be my father because my father could no longer play that role","Our experiences that we think are Godly, or coming from our on being.",3,2017-07-03-06-03,2017-07-03-06-26,121
185,1,"Every morning I wake using several alarms; I'm not a morning person. I then rush to dress and pour coffee before I'm out the door.~~I wait for the bus. I board and there is usually some kind of ruckus on one of my two buses. ~~I am grateful to the bus system. It is great and gets me everywhere I need to go. ~~At work I'm greeted by my coworkers. Its a small business and we are more like family. ~~Back on the bus and home I go. As I walk in the door, I prep dinner and am greeted by my daughter and spouse. Usually by ""What's for dinner?"" ~~Then I prep for the night with showers and laying things out. Lord knows I won't wake up on time and this is the only way I can catch the bus on time.",2,1,2,3,2,3,3,2,3,2,4,5,1,3,3,2,4,3,3,5,2,3,2,3,5,1,3,3,5,2,1,2,0,30,2,2,5,4,7,2,Christian,Nothing,To determine spirituality and possible decline,2,2017-07-02-02-49,2017-07-02-03-01,85
186,2,A time I was convinced of my religious beliefs was when I friend of mine was really ill. I prayed for them to get better and I prayed for a long time and they did eventually make a full recovery which the doctors said they may not of. I wasn't sure at the time if praying would help them but the doctors had tried everything they could think of to do and after I prayed was when it all chang,1,1,5,3,5,5,5,4,3,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,35,2,2,7,6,7,1,Catholic,nothing,I think maybe it was about what people view as profound and what religion has to do with it?,2,2017-07-01-18-20,2017-07-01-18-30,143
187,2,"Two years after my Grandmother past away, My Grandfather past away. I was living in Maine at the time, while I was sleeping in the early morning I had a dream where I saw my Grandmother standing next to my Grandfather, This particular dream I could not hear her talk but she kept raising two fingers, my phone rang and woke me up about an hour after my Grandfather passed away, it was my mom telling me my Grandpa passed and I told her about my dream and my mom confirmed that he passed at 2:08 am that morning",2,0,5,1,5,3,5,5,3,5,5,5,1,4,5,1,5,5,5,5,3,2,4,5,5,1,2,4,1,5,1,5,0,51,2,2,4,5,4,3,"Spiritual, I use to be Christ",the only thing I knew of this study is that it was a study to investigate the role of personality on story telling,I think that the question was the one that asked me to indicate my religious domain,3,2017-07-02-20-15,2017-07-02-20-39,111
188,2,"Two years ago my friend of 10 years died in a car accident. 2 hours after he died I didn't know he was dead but I was asleep and I had a dream about him. It was a very realistic dream and we had the most amazing time together in the dream, I woke up and found out he was dead. I then continued to have some weird encounters where over the next few months I would walk into a room and all the drawers would be open, the fridge, things would be all over the floor. I even walked into the kitchen and there was orange juice all over the floor and once we had had a fight because he left orange juice all over my floor when he was staying with me. I really miss him. I also got a phone call from a good sameratin who told me that when they found him at the scene even though he was dead from the car hitting him there was a peacefulness in the air that he could not put his finger on and I found that to be kind of astonishing to hear. It really knocked me off my feet. I feel as if my friend has been with me ever since and even though I've had some really hard times, his voice has become part of my consciousness and I can't say for certain what god is but god has entered my life in a way that I can no longer get rid of. I didn't understand what god meant to people before my friend died and before all this other stuff happened but there has been stuff going on that I feel is connected to something extremely spiritual. I do not feel I need god to explain why the world exists or something like that, but it is a feeling beyond what is simple, it is just",1,0,3,1,1,1,2,2,3,4,3,4,4,4,4,1,4,2,4,1,5,2,1,3,2,1,1,1,3,1,2,3,0,28,3,2,4,4,6,3,Quaker,Not a lot.,To see how religious AMericans are.,2,2017-07-01-18-41,2017-07-01-18-51,73
189,1,"An everyday experience for me is taking care of my horse. I board her at a very inexpensive stables which means I'm responsible for a lot of her care. I go out to the barn everyday to muck out her stall, fill her water tub and feed her. I make sure she has enough fly spray on her so the flies don't eat her alive. I groom and exercise her. It's one thing that I do daily. Taking care of my horse is something that I enjoy doing and is a big part of my life.",2,1,5,1,1,1,1,1,1,2,2,1,5,1,5,2,3,4,3,3,1,3,3,3,3,3,3,2,4,3,5,1,0,56,2,2,7,5,4,4,Catholic,I didn't know anything about this experiment before participating.,To see what people's views are about themselves. To see what their views are towards religion.,2,2017-07-01-19-02,2017-07-01-19-27,76
190,1,"A typical weekdays, I will get up around 6.30 AM and get ready for work.  I leave home around 7.30 after I have a cup of coffee.  I then drive to work for about 25 minutes drive.  twenty minutes if there is no congestion. When I get to work, I do my regular work and the one that I need to do to meet the deadline. When I come back home, I prepare dinner, and after dinner I sit down and watch some TV. After this I get online and do some mturk work.  On weekend, I do mturk work in the morning and also in the evening.  Depending on how my schedule goes on weekend, I make sure that I put in some hours on mturk work because I amy not be",1,1,2,3,4,3,2,3,2,3,3,3,2,3,2,3,3,3,3,3,2,4,2,3,3,2,2,3,2,3,4,2,0,43,2,2,7,5,11,5,christian,it focus on personality and attitude towards religion,survey on personality and attitudes towards religion,4,2017-07-02-03-10,2017-07-02-03-23,82
191,1,"My main every day experience is working out. I love to work out. I usually work out for several houreach day, 7 days a week. I weight lift, run, do boxing, nd also use bands and kettlebells. I also do alot of cycling, swimming, and body weight workouts.  I also do a lot of training in mixed martial arts, including muat thai, boxing, kickboxing, jui jitsu, wrestling, sambo, and kung fu.  in the past I have also taken karate and krav maga.",2,0,3,1,2,3,2,1,4,4,5,4,4,3,4,3,3,4,5,4,3,4,3,4,1,3,4,3,3,4,2,3,0,25,1,2,6,2,3,2,Roman Catholic,Nothing,I believe it as to investigate our beliefs and our perceptions.,2,2017-07-01-22-38,2017-07-01-22-49,96
192,1,"I go to work every weekday.  This seems like a good representative experience to write about because I probably spend more time there than I spend doing any other single thing.  In fact, it's not atypical for me to spend more time at work during a week than I spend sleeping.  I work as a software engineer, and this is a profession that I came to later in life than most software engineers.  I work for a company that focuses on healthcare.  It's pretty typical for me to rush into work (always in plenty of time for my first meeting of the day, but also always a little bit later than I intended to get in) and dig into whatever I have coming up on the day.  Usually, this means looking back over wherever the task I was working on the prior day stopped, but sometimes this also means looking through operational data that's come in since I was last in the office and determining if there are any items that have significantly moved up in priority.  My team tends to take lunch together, and we continue coding and working together until late in the afternoon/evening.",2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,35,1,1,3,1,1,1,None,Nothing.,How susceptible people are to large nonsensical words that've been taken out of context?,2,2017-07-03-05-32,2017-07-03-05-42,32
