id,condition,duration,dem_gender,dem_age,dem_employment,dem_income,dem_education,dem_religion,dem_religion_12_TEXT,dem_religious,dem_party,dem_party_4_TEXT,dem_ethnicity,dem_ethnicity_8_TEXT,dem_marriage,dem_orientation,dem_orientation_4_TEXT,letter_timing_first_click,letter_timing_last_click,letter_timing_page_submit,letter_timing_click_count,pti_ii_religion,pti_ii_politics,pti_ii_gender,pti_ii_orientation,pti_ii_age,pti_ii_race,pti_ii_family,pti_ii_profession,pti_ii_other_label,pti_ii_other,pti_ii_rank_order_1,pti_ii_rank_order_2,pti_ii_rank_order_3,pti_ii_rank_order_4,pti_ii_rank_order_5,pti_ii_rank_order_6,pti_ii_rank_order_7,pti_ii_rank_order_8,pti_ii_rank_order_9,pti_1,pti_2,pti_3,pti_4,pti_5,pti_6,attention_check_1,pti_7,pti_8,pti_9,pti_10,pti_11,pti_12,nfc_1,nfc_2,nfc_3,nfc_4,nfc_5,nfc_6,nfc_7,nfc_8,attention_check_2,nfc_9,nfc_10,nfc_11,nfc_12,nfc_13,nfc_14,nfc_15,cm_1,cm_2,cm_3,cm_4,cm_5,crt_1,crt_2,crt_3,attention_check_crt,pol_att_01,pol_att_02,pol_att_03,pol_att_04,pol_att_05,pol_att_06,pol_att_07,pol_att_08,pol_att_09,pol_att_10,pol_att_11,Fake1_2,Fake1_RT_first_click,Fake1_RT_last_click,Fake1_RT_page_submit,Fake1_RT_click_count,Fake2_2,Fake2_RT_first_click,Fake2_RT_last_click,Fake2_RT_page_submit,Fake2_RT_click_count,Fake3_2,Fake3_RT_first_click,Fake3_RT_last_click,Fake3_RT_page_submit,Fake3_RT_click_count,Fake4_2,Fake4_RT_first_click,Fake4_RT_last_click,Fake4_RT_page_submit,Fake4_RT_click_count,Fake5_2,Fake5_RT_first_click,Fake5_RT_last_click,Fake5_RT_page_submit,Fake5_RT_click_count,Fake6_2,Fake6_RT_first_click,Fake6_RT_last_click,Fake6_RT_page_submit,Fake6_RT_click_count,Fake7_2,Fake7_RT_first_click,Fake7_RT_last_click,Fake7_RT_page_submit,Fake7_RT_click_count,Fake8_2,Fake8_RT_first_click,Fake8_RT_last_click,Fake8_RT_page_submit,Fake8_RT_click_count,Fake9_2,Fake9_RT_first_click,Fake9_RT_last_click,Fake9_RT_page_submit,Fake9_RT_click_count,Fake10_2,Fake10_RT_first_click,Fake10_RT_last_click,Fake10_RT_page_submit,Fake10_RT_click_count,Fake11_2,Fake11_RT_first_click,Fake11_RT_last_click,Fake11_RT_page_submit,Fake11_RT_click_count,Fake12_2,Fake12_RT_first_click,Fake12_RT_last_click,Fake12_RT_page_submit,Fake12_RT_click_count,Real1_2,Real1_RT_first_click,Real1_RT_last_click,Real1_RT_page_submit,Real1_RT_click_count,Real2_2,Real2_RT_first_click,Real2_RT_last_click,Real2_RT_page_submit,Real2_RT_click_count,Real3_2,Real3_RT_first_click,Real3_RT_last_click,Real3_RT_page_submit,Real3_RT_click_count,Real4_2,Real4_RT_first_click,Real4_RT_last_click,Real4_RT_page_submit,Real4_RT_click_count,Real5_2,Real5_RT_first_click,Real5_RT_last_click,Real5_RT_page_submit,Real5_RT_click_count,Real6_2,Real6_RT_first_click,Real6_RT_last_click,Real6_RT_page_submit,Real6_RT_click_count,Real7_2,Real7_RT_first_click,Real7_RT_last_click,Real7_RT_page_submit,Real7_RT_click_count,Real8_2,Real8_RT_first_click,Real8_RT_last_click,Real8_RT_page_submit,Real8_RT_click_count,Real9_2,Real9_RT_first_click,Real9_RT_last_click,Real9_RT_page_submit,Real9_RT_click_count,Real10_2,Real10_RT_first_click,Real10_RT_last_click,Real10_RT_page_submit,Real10_RT_click_count,Real11_2,Real11_RT_first_click,Real11_RT_last_click,Real11_RT_page_submit,Real11_RT_click_count,Real12_2,Real12_RT_first_click,Real12_RT_last_click,Real12_RT_page_submit,Real12_RT_click_count,pdiFirst,perceived_threat_to_identity_total,conspiracy_mentality_total,conservative_political_beliefs_total,need_for_closure_total,importance_of_identity_total,cognitive_reflection_test_total,belief_in_fake_news_total,belief_in_real_news_total
11,Non-religious Threat,1467,Female,21,A student,"$70,000 to $79,999","Bachelor's degree (for example: BA, AB, BS)",Agnostic,NA,No,Democrat,NA,White,NA,Never married,Heterosexual or straight,NA,166.56,166.56,168.322,1,1,4,4,1,1,1,6,5,Educational Identity,4,9,4,5,8,6,7,1,2,3,3,1,5,2,5,5,7,4,2,1,2,6,5,6,2,6,5,2,3,5,5,6,2,2,1,6,6,1,5,7,9,7,4,7,0.05,100 minutes,47,999,1,2,1,1,1,2,3,2,10,5,35,1,3.614,3.614,5.254,1,2,13.551,13.551,15.509,1,1,2.758,4.391,5.408,2,3,11.726,13.795,14.932,2,1,3.945,3.945,4.932,1,3,17.965,17.965,22.329,1,1,5.402,5.402,6.896,1,2,5.098,5.098,6.967,1,1,6.57,6.57,16.346,1,3,5.096,5.096,6.054,1,2,8.813,9.37,13.177,2,3,5.507,6.199,8.306,2,3,10.229,11.426,12.671,2,3,5.842,6.306,7.177,2,3,5.339,5.339,14.117,1,4,3.116,3.116,4.57,1,2,5.109,5.109,6.659,1,4,2.327,2.327,3.182,1,4,7.559,8.222,8.953,2,4,5.911,5.911,8.118,1,4,3.4,3.4,4.788,1,4,8.49,8.49,10.192,1,2,3.929,5.593,6.97,3,4,4.989,4.989,8.412,1,1,3.5,6.8,-0.963738699,4.2,2.875,2,23,41
12,Raelian Threat,1620,Female,22,Out of work and looking for work,"Less than $10,000","1 or more years of college, no degree",Atheist,NA,No,Democrat,NA,White,NA,Never married,Bisexual,NA,261.949,261.949,263.267,1,1,4,2,5,2,2,3,5,N/A,7,8,3,5,2,7,6,4,1,9,1,3,4,5,5,5,7,2,2,1,3,6,5,4,2,2,6,3,3,6,5,6,2,4,3,4,5,1,4,8,9,8,4,7,0.1,100 minutes,47,999,1,3,1,1,2,1,2,1,15,1,32,1,27.108,27.108,30.311,1,2,9.872,11.04,16.137,2,2,10.435,10.435,12.473,1,1,15.419,15.419,17.27,1,1,7.838,7.838,13.527,1,3,18.364,18.364,19.687,1,3,24.593,24.593,25.88,1,2,12.693,12.693,14.511,1,3,11.565,11.565,12.902,1,2,8.389,8.844,10.1,2,2,12.66,14.491,15.695,2,2,14.792,14.792,16.315,1,3,14.835,14.835,15.813,1,2,20.801,20.801,22.436,1,1,6.139,6.139,7.712,1,3,10.854,10.854,12.148,1,3,4.1,4.1,5.129,1,3,16.723,19.583,20.49,3,3,15.34,15.978,17.337,2,4,14.794,14.794,18.265,1,3,15.443,15.443,16.8,1,2,12.77,12.77,14.668,1,2,23.16,23.16,24.683,1,3,19.969,19.969,21.718,1,0,3.6,7.2,-1.068563371,3.8,3,1,24,32
13,Religious Threat,1503,Female,22,Employed for wages,"$20,000 to $29,999","1 or more years of college, no degree",Other,Spiritual,No,Independent,NA,White,NA,Never married,Bisexual,NA,198.886,198.886,200.89,1,2,5,5,6,3,2,6,5,N/A,7,6,2,5,4,8,7,1,3,9,3,2,3,2,5,3,7,5,5,2,3,5,2,3,2,4,4,2,4,5,4,6,4,4,4,5,4,2,3,7,8,7,4,5,0.1,100,24 days,999,1,4,1,2,2,3,2,2,10,0,20,2,6.834,6.834,8.018,1,1,9.43,9.43,10.456,1,2,4.29,4.29,4.905,1,1,13.573,13.573,14.71,1,1,3.128,3.771,5.978,2,1,7.993,7.993,8.971,1,3,6.69,6.69,7.499,1,3,8.815,8.815,10.368,1,3,10.137,10.137,10.84,1,2,6.213,6.213,7.24,1,3,6.989,14.967,15.591,2,2,5.233,5.233,6.15,1,2,6.566,6.566,7.574,1,3,11.784,11.784,12.841,1,2,7.743,7.743,8.523,1,3,33.106,33.106,33.987,1,2,7.562,7.562,8.927,1,3,3.864,4.596,5.238,2,3,11.63,11.947,12.756,2,3,12.05,12.05,12.8,1,2,13.662,13.662,16.006,1,2,11.339,14.151,15.059,2,3,7.478,7.478,8.464,1,2,10.306,10.306,11.52,1,1,3.3,6.2,-0.691798499,3.933333333,4.25,0,24,30
14,Non-religious Threat,2130,Male,20,A student,"Less than $10,000","1 or more years of college, no degree",Buddhist,NA,No,Republican,NA,Asian,NA,Now married,Prefer not to answer,NA,9.92,500.773,502.636,51,5,2,2,1,5,5,6,3,N/A,7,2,8,6,7,3,4,1,5,9,2,3,5,6,5,2,7,5,5,5,2,3,2,3,4,5,5,2,5,4,3,6,5,6,4,5,4,2,6,4,7,1,1,2,$1.05,5 minutes,47days,999,3,3,1,1,4,2,4,5,70,60,40,4,10.333,10.333,11.054,1,2,5.088,7.592,10.066,2,4,7.721,7.721,8.502,1,2,7.914,7.914,8.743,1,3,4.151,4.151,5.653,1,2,10.797,10.797,11.875,1,2,4.248,5.446,6.949,2,3,7.475,8.038,8.899,2,3,9.199,9.199,9.909,1,2,5.689,5.689,6.796,1,4,9.467,9.467,10.169,1,2,11.115,11.115,12.013,1,2,3.3,3.3,4.26,1,3,7.35,7.35,8.277,1,3,5.065,5.065,5.817,1,2,5.451,5.451,6.421,1,3,14.474,15.413,16.292,2,4,15.021,15.783,16.503,2,2,1.561,13.093,13.945,3,2,9.717,9.717,10.629,1,2,8.086,8.086,9.647,1,4,10.16,10.16,12.586,1,3,6.626,6.626,7.306,1,3,6.752,6.752,9.287,1,1,3.5,3,0.198834901,4.2,3.625,2,33,33
15,Raelian Threat,1481,Female,21,A student,"Less than $10,000","Associate degree (for example: AA, AS)",Catholic,NA,Yes,Independent,NA,White,NA,Never married,Heterosexual or straight,NA,223.107,223.107,224.424,1,5,3,5,5,4,4,6,6,N/A,7,1,2,3,4,5,6,7,8,9,1,1,1,1,1,1,7,1,1,1,1,1,1,5,2,4,4,3,4,5,6,6,4,4,5,5,6,2,3,9,7,10,6,5,60 cents,1 hr,24,999,3,4,1,3,5,3,2,4,50,50,50,1,5.922,5.922,6.962,1,1,6.165,6.165,7.241,1,3,7.029,7.029,7.849,1,2,12.681,12.681,14.116,1,3,12.514,12.514,13.949,1,3,6.482,6.482,7.51,1,2,7.667,7.667,8.822,1,1,37.085,37.085,40.973,1,1,9.525,9.525,13.039,1,2,6.277,7.138,8.195,2,1,9.416,9.416,10.77,1,1,5.204,5.779,8.023,2,2,11.898,11.898,12.846,1,3,7.444,7.444,10.202,1,3,3.649,3.649,4.54,1,2,4.537,4.537,5.487,1,2,13.535,13.535,15.019,1,3,4.213,5.173,5.807,2,1,19.1,19.1,20.865,1,3,4.342,8.361,9.439,3,2,7.813,8.991,9.515,2,2,5.212,5.212,6.437,1,3,10.137,10.137,11.077,1,2,7.678,7.678,8.537,1,0,1,7.4,0.28653521,4.4,4.75,0,21,28
16,Religious Threat,1569,Female,19,A student,"$70,000 to $79,999","Some college credit, but less than 1 year",Catholic,NA,Yes,Independent,NA,White,NA,Now married,Heterosexual or straight,NA,202.571,202.571,205.852,1,5,4,4,4,4,3,6,5,N/A,7,2,4,5,7,6,8,1,3,9,3,2,3,3,3,3,1,5,3,3,2,5,3,5,4,5,5,2,4,5,4,1,3,5,4,4,4,2,5,9,10,9,7,8,5 cents,1 minute,47 days,999,4,4,1,2,4,3,3,4,54,47,55,1,4.704,4.704,6.127,1,1,8.104,10.213,11.69,2,2,7.513,9.963,11.617,3,2,9.193,9.892,11.188,2,3,13.492,13.492,14.687,1,3,4.372,4.372,5.619,1,2,4.377,4.377,6.939,1,3,7.987,11.204,13.251,2,2,8.103,12.864,13.802,3,2,7.251,7.251,8.831,1,1,7.705,7.705,9.92,1,2,5.333,5.333,6.48,1,3,6.4,8.425,9.532,2,4,4.291,4.291,8.002,1,2,8.9,8.9,10.552,1,2,16.113,16.113,17.379,1,4,6.027,6.027,8.202,1,3,8.085,9.263,10.873,3,2,6.631,6.631,7.955,1,3,6.19,6.817,8.904,2,3,5.293,6.412,7.675,2,2,5.572,5.572,7.472,1,3,5.242,7.272,7.725,3,3,8.004,8.004,10.535,1,0,3.2,8.6,0.315242893,4.066666667,4.375,2,24,34
17,Religious Threat,1219,Female,19,A student,"$30,000 to $39,999","1 or more years of college, no degree",Agnostic,NA,No,Democrat,NA,Black or African American,NA,Never married,Other,Pansexual,141.277,141.277,142.325,1,1,3,2,4,1,5,4,5,N/A,7,8,5,6,3,7,2,4,1,9,5,5,5,6,6,4,7,4,5,4,5,5,4,4,2,3,2,1,3,6,4,6,1,2,2,3,4,3,2,7,7,7,4,6,0.1,20,24 days,999,5,5,1,3,1,3,3,2,30,11,34,1,3.377,3.377,4.812,1,2,12.124,12.124,13.547,1,2,4.582,4.582,5.371,1,1,7.625,7.625,9.298,1,1,7.415,19.442,25.064,3,2,5.065,5.065,5.726,1,1,3.122,3.122,4.603,1,1,8.394,8.394,9.342,1,1,4.247,4.247,6.006,1,3,3.805,12.051,17.009,3,2,9.903,9.903,10.536,1,2,4.864,4.864,6.369,1,3,13.622,13.622,14.264,1,2,10.39,11.855,12.744,2,1,3.053,3.053,3.931,1,1,11.337,11.337,12.672,1,2,6.096,8.441,9.191,2,1,4.7,4.7,7.125,1,4,11.543,11.543,15.541,1,3,30.233,30.233,33.144,1,3,7.71,7.71,8.403,1,2,6.322,6.322,7.193,1,3,4.396,4.396,5.246,1,3,7.383,7.383,10.735,1,1,4.8,6.2,-0.078498048,3.333333333,3.125,0,19,28
18,Non-religious Threat,1502,Male,19,A student,"Less than $10,000","Some college credit, but less than 1 year",Christian,NA,No,Democrat,NA,White,NA,Never married,Heterosexual or straight,NA,273.189,273.189,274.866,1,2,3,3,3,4,4,5,5,N/A,7,2,5,7,8,4,6,1,3,9,2,3,3,1,3,2,7,2,3,2,5,3,2,4,3,5,5,2,5,5,5,6,3,5,3,5,5,4,4,8,8,5,4,7,1.05,5 minutes,47,999,2,3,2,2,2,3,3,4,45,40,60,1,5.327,5.327,12.879,1,2,16.022,16.022,17.167,1,2,16.727,17.29,18.635,2,3,16.36,16.36,17.248,1,1,6.791,6.791,9.678,1,4,9.097,9.097,10.164,1,1,21.739,24.46,25.796,3,2,13.765,13.765,14.523,1,3,18.655,18.655,19.593,1,3,16.001,16.001,21.157,1,3,10.253,10.253,11.288,1,2,7.618,7.618,14.023,1,3,10.619,12.727,13.625,2,3,12.521,13.009,14.114,2,3,8.589,8.589,10.113,1,3,13.544,13.544,14.831,1,4,6.604,6.604,9.02,1,3,9.335,9.335,10.531,1,3,9.6,9.6,10.728,1,3,5.832,5.832,6.848,1,4,23.06,24.463,25.047,3,1,17.06,17.06,18.138,1,3,12.587,12.587,13.537,1,3,17.788,17.788,18.657,1,1,2.6,6.4,0.032236149,4.466666667,3.625,2,27,36
19,Raelian Threat,1651,Male,21,A student,"$60,000 to $69,999","1 or more years of college, no degree",Christian,NA,Yes,Democrat,NA,Black or African American,"and 4,6,7",Never married,Heterosexual or straight,NA,22.11,205.135,206.5,9,3,5,2,1,6,1,1,4,N/A,7,5,1,6,7,2,8,4,3,9,6,4,5,5,6,5,7,6,4,1,1,7,2,3,5,6,3,4,4,5,3,6,3,5,6,5,6,2,4,11,9,7,5,5,$0.05,5 Minutes,47 days,999,2,3,1,3,1,1,1,3,10,10,10,1,6.044,6.044,7.051,1,1,2.685,7.358,8.473,4,1,4.939,5.325,6.663,2,1,6.454,6.454,11.39,1,1,10.153,10.153,12.23,1,1,15.971,15.971,17.097,1,1,5.337,5.337,6.246,1,1,5.816,5.816,6.924,1,1,18.885,24.665,25.96,3,1,4.777,4.777,6.071,1,1,6.022,6.656,14.088,2,1,12.614,12.614,13.888,1,1,15.56,16.698,20.46,2,4,15.092,15.092,16.98,1,3,12.79,12.79,13.886,1,4,4.736,5.487,6.377,2,4,15.889,16.404,32.212,2,4,4.225,4.225,6.023,1,3,10.452,11.492,12.944,3,4,3.318,27.915,28.311,2,4,7.353,7.353,11.251,1,1,12.421,12.421,13.867,1,4,4.798,8.629,9.27,2,4,16.409,16.409,17.309,1,0,4.5,7.4,-0.908329142,4.2,2.875,3,12,40
20,Non-religious Threat,923,Female,21,A student,"$100,000 to $149,999","1 or more years of college, no degree",Agnostic,NA,No,Democrat,NA,White,NA,Now married,Heterosexual or straight,NA,196.513,198.768,199.997,2,1,4,3,1,3,4,1,4,N/A,7,7,2,3,6,5,4,8,1,9,1,1,2,1,2,1,1,1,2,1,1,3,1,2,2,2,2,1,5,6,2,6,4,4,4,5,5,1,4,11,9,4,6,8,1.05,1,47,999,5,5,1,1,1,2,3,3,15,0,30,1,6.16,11.394,12.698,3,1,5.076,5.076,7.848,1,1,2.765,5.071,5.88,3,3,9.282,9.282,12.09,1,4,3.955,3.955,5.251,1,3,7.119,11.811,12.44,3,1,7.148,7.148,8.067,1,1,2.569,2.569,3.657,1,1,3.201,3.201,4.109,1,4,3.459,3.459,4.409,1,1,12.188,12.188,14.038,1,1,5.465,5.465,6.968,1,1,2.89,2.89,4.196,1,3,6.415,6.415,8.401,1,3,2.874,2.874,4.355,1,3,3.569,4.691,5.838,2,3,2.155,2.155,2.858,1,4,4.326,6.709,7.613,2,4,3.485,3.485,6.989,1,2,4.666,4.666,5.683,1,4,5.321,5.321,5.943,1,3,11.208,11.208,12.284,1,3,5.061,5.061,5.86,1,2,7.324,7.324,8.58,1,0,1.4,7.6,-0.361774349,3.8,2.625,1,22,35
21,Religious Threat,1256,Female,25,Employed for wages,"$10,000 to $19,999","1 or more years of college, no degree",Catholic,NA,No,Democrat,NA,White,NA,Never married,Heterosexual or straight,NA,179.607,179.607,181.195,1,3,4,3,4,1,1,1,4,N/A,1,4,2,5,3,8,7,6,1,9,2,2,2,2,2,2,7,3,2,2,2,4,3,6,5,5,4,4,4,5,4,6,5,5,5,5,4,5,5,10,10,8,9,9,0.1,100 widgets,47 days,999,1,2,1,3,3,2,1,4,35,15,60,1,5.648,6.34,7.964,2,3,5.608,7.7,8.718,2,1,3.919,3.919,6.927,1,1,22.648,22.648,26.299,1,1,6.166,6.166,7.936,1,2,4.779,4.779,6.152,1,2,11.494,11.494,13.442,1,1,8.372,8.372,10.321,1,1,6.996,7.599,9.211,2,2,4.847,4.847,6.016,1,1,8.331,8.331,9.902,1,2,5.474,5.474,6.957,1,3,4.242,4.242,5.209,1,3,3.106,3.579,5.121,2,3,6.796,6.796,7.904,1,3,5.376,5.376,6.693,1,3,6.747,6.747,8.21,1,3,6.512,6.512,7.608,1,3,6.406,6.406,7.879,1,3,6.35,6.35,7.999,1,2,4.498,4.498,6.705,1,2,9.287,9.287,10.22,1,2,11.917,17.202,18.663,3,3,5.311,5.311,6.539,1,1,2.4,9.2,-0.478370489,4.6,2.625,1,18,33
22,Raelian Threat,1085,Female,21,A student,"$90,000 to $99,999","1 or more years of college, no degree",Catholic,NA,Yes,Democrat,NA,White,NA,Never married,Heterosexual or straight,NA,202.473,202.473,204.472,1,4,3,5,5,2,2,5,4,N/A,7,7,8,2,3,5,6,1,4,9,2,2,2,3,2,2,7,2,5,2,2,2,2,4,2,3,3,2,5,5,2,6,5,3,4,4,5,4,3,7,7,6,7,8,0.10 cents,100 minutes,24 days,999,1,2,1,2,2,3,4,2,24,9,45,2,3.015,3.015,4.051,1,3,14.733,18.059,21.635,2,2,3.278,3.278,4.3,1,2,13.794,13.794,15.039,1,1,4.117,4.117,6.906,1,3,3.086,3.086,4.293,1,2,4.371,5.757,7.199,2,3,4.799,4.799,5.907,1,3,9.797,9.797,10.843,1,2,6.54,6.54,7.211,1,2,6.59,6.59,7.42,1,2,10.254,10.254,11.599,1,2,7.822,7.822,8.594,1,3,7.19,7.19,7.911,1,1,3.466,3.466,5.196,1,3,12.432,13.571,14.523,2,3,6.876,6.876,7.843,1,3,3.029,3.029,3.937,1,3,7.628,7.628,8.52,1,2,13.551,14.867,15.817,2,3,8.504,8.504,9.62,1,3,15.124,18.361,19.051,3,3,8.759,8.759,9.65,1,3,12.786,12.786,14.328,1,1,2.4,7,-0.534449466,3.933333333,3.75,0,27,32
23,Raelian Threat,1331,Female,20,A student,"$20,000 to $29,999","1 or more years of college, no degree",Agnostic,NA,No,Independent,NA,White,NA,Never married,Heterosexual or straight,NA,231.091,246.719,248.735,3,3,5,2,2,3,4,6,5,n/a,7,8,2,5,6,7,4,1,3,9,2,4,4,4,3,5,1,4,3,2,5,4,5,4,3,3,4,3,4,4,3,1,3,4,4,4,4,5,4,10,9,8,7,10,.05 cents,100,47 days,999,5,1,1,2,4,1,2,3,15,11,20,2,6.728,6.728,7.619,1,2,5.31,5.31,6.447,1,3,6.954,6.954,7.874,1,2,16.48,16.48,18.092,1,1,7.518,7.518,8.893,1,3,5.345,5.345,10.256,1,2,7.138,7.138,8.542,1,1,9.766,9.766,10.903,1,3,6.965,25.773,26.716,3,3,4.856,4.856,5.704,1,4,11.236,11.236,25.956,1,2,6.385,6.385,8.077,1,3,4.013,4.013,4.823,1,2,13.347,13.347,14.124,1,2,5.437,5.437,6.603,1,2,8.947,8.947,10.005,1,3,3.662,3.662,4.527,1,3,15.036,15.036,15.836,1,4,9.351,9.689,10.477,2,3,8.148,8.148,9.51,1,4,7.967,9.362,10.616,2,3,25.553,25.553,26.403,1,3,6.81,6.81,7.868,1,3,8.015,9.312,11.22,2,0,4,8.8,-0.657039505,3.666666667,3.75,2,28,35
24,Religious Threat,1511,Female,23,A student,"$80,000 to $89,999","Associate degree (for example: AA, AS)",Christian,NA,No,Democrat,NA,Asian,"and 4,6",Never married,Heterosexual or straight,NA,1.757,243.542,244.594,7,3,3,3,2,2,2,2,4,N/A,7,4,2,7,8,6,3,5,1,9,3,3,4,3,5,3,7,3,3,3,3,3,2,4,1,4,5,2,5,5,5,1,4,6,3,5,5,2,3,9,8,6,8,7,0.05,100 minutes,24 days,999,4,4,1,2,4,4,3,4,45,35,60,2,7.341,7.341,10.003,1,2,10.819,13.66,14.321,2,3,4.935,8.35,9.369,3,2,14.601,14.601,15.721,1,1,6.188,6.188,7.12,1,3,16.45,16.45,18.674,1,2,9.408,9.972,14.584,2,3,7.773,7.773,8.544,1,1,4.275,4.275,5.68,1,2,14.672,15.093,16.011,2,1,6.202,6.202,7.329,1,1,4.357,4.357,5.891,1,3,5.299,5.299,6.1,1,3,5.567,5.985,6.991,2,3,6.565,6.565,7.255,1,2,13.654,13.654,15.019,1,3,2.433,2.433,6.171,1,1,8.522,9.533,10.519,2,3,5.915,5.915,7.386,1,4,4.001,4.001,5.012,1,3,8.536,8.536,10.903,1,2,17.145,17.145,19.42,1,3,3.264,3.682,4.896,2,3,10.804,10.804,11.497,1,0,3,7.6,0.352431089,4.466666667,2.625,1,23,33
25,Non-religious Threat,1981,Female,18,Out of work and looking for work,"$90,000 to $99,999","Some college credit, but less than 1 year",Christian,NA,Yes,Independent,NA,White,NA,Never married,Heterosexual or straight,NA,374.453,374.453,375.832,1,3,4,4,5,4,4,3,5,N/A,7,3,4,7,2,6,5,8,1,9,2,5,2,5,2,5,7,2,2,2,5,5,2,3,2,5,4,1,4,5,5,6,2,4,3,4,5,3,3,8,9,9,9,7,5 cents,5 minutes,47,999,2,4,2,2,4,3,2,4,45,20,70,2,8.126,8.126,10.005,1,3,16.875,16.875,17.913,1,2,14.6,14.6,18.077,1,3,19.184,19.184,20.291,1,2,12.164,12.164,14.547,1,2,8.002,8.002,10.682,1,2,12.416,12.416,13.783,1,2,35.325,35.325,40.661,1,3,23.769,23.769,24.717,1,2,13.337,13.337,14.343,1,2,15.436,15.436,17.126,1,1,6.804,14.428,16.427,2,3,6.162,6.162,7.217,1,3,12.862,12.862,13.914,1,2,9.601,9.601,10.639,1,3,20.457,20.457,21.771,1,3,7.267,7.267,8.857,1,4,5.139,5.139,5.989,1,3,10.887,10.887,12.668,1,3,9.621,9.621,10.986,1,2,13.641,13.641,18.205,1,2,14.143,14.143,15.279,1,2,22.154,23.569,23.934,2,3,18.374,18.374,20.652,1,1,3.5,8.4,0.13800848,4,4,3,26,33
26,Raelian Threat,1396,Other,19,A student,"$10,000 to $19,999","1 or more years of college, no degree",Other,No religious affiliations,No,Democrat,NA,Black or African American,and 4,Never married,Bisexual,NA,82.822,270.213,272.075,3,2,4,5,5,4,6,3,3,n/a,7,7,4,3,1,5,2,6,8,9,6,7,4,6,6,7,7,6,5,3,5,6,5,5,1,3,5,2,5,6,6,6,4,3,1,6,5,5,4,11,11,5,6,9,.10 cents,100 minutes,47,999,1,4,1,1,1,3,3,4,9,17,58,1,3.627,4.417,5.691,2,2,9.194,9.735,10.81,2,1,3.012,3.012,4.505,1,1,5.219,8.575,9.117,4,1,6.878,6.878,8.26,1,2,11.18,11.18,12.117,1,1,3.251,3.251,4.357,1,1,7.706,8.408,9.861,2,3,11.196,11.196,12.511,1,4,4.803,5.178,6.119,2,1,10.106,10.106,11.381,1,1,6.162,8.725,9.04,4,3,3.554,3.554,4.534,1,4,5.482,6.324,7.648,2,3,6.832,6.832,7.908,1,3,6.524,6.524,8.333,1,3,2.861,2.861,5.463,1,NA,6.107,6.107,6.877,1,3,3.855,3.855,6.913,1,3,6.499,6.499,7.536,1,4,6.582,13.968,14.353,3,4,3.196,3.663,4.851,2,3,11.589,11.589,12.726,1,2,19.852,19.852,20.721,1,0,5.7,8.4,-0.40083057,4.6,4,1,19,NA
27,Religious Threat,1638,Female,19,A student,"$100,000 to $149,999","Some college credit, but less than 1 year",Protestant,NA,No,Democrat,NA,White,NA,Never married,Heterosexual or straight,NA,166.977,166.977,174.799,1,3,3,4,3,4,4,4,4,N/A,7,7,5,3,4,6,8,1,2,9,2,3,2,2,3,2,7,4,2,2,2,3,3,4,4,4,4,2,5,4,4,6,4,3,4,5,4,2,5,8,7,6,6,7,0.1,20,24,999,1,2,1,3,4,2,3,3,40,30,60,2,5.244,5.244,6.845,1,2,15.358,16.467,17.396,2,3,10.583,10.583,11.302,1,2,14.058,14.058,16.628,1,2,5.84,5.84,11.917,1,3,5.087,5.947,6.262,2,2,8.41,8.41,9.426,1,3,22.652,22.652,23.578,1,3,26.864,27.665,31.345,3,2,6.612,6.612,7.999,1,2,4.907,4.907,7.185,1,2,5.385,5.385,8.859,1,2,21.738,21.738,22.985,1,3,9.972,9.972,11.009,1,2,3.829,3.829,4.618,1,3,8.372,9.057,9.547,2,3,4.574,4.574,5.284,1,3,4.846,11.836,12.704,3,3,9.927,15.462,16.3,2,3,8.113,8.113,8.786,1,3,2.179,2.179,4.822,1,2,2.529,3.45,4.546,2,2,9.887,9.887,10.954,1,2,4.336,4.336,11.055,1,1,2.5,6.8,-0.244473912,3.866666667,3.625,0,28,31
28,Non-religious Threat,1250,Female,18,A student,"$40,000 to $49,999","1 or more years of college, no degree",Agnostic,NA,No,Democrat,NA,White,NA,Never married,Bisexual,NA,12.416,160.148,161.595,2,2,4,2,4,2,1,4,3,N/A,7,7,2,3,1,6,8,4,5,9,5,2,4,3,6,6,7,5,6,2,5,6,5,4,1,3,4,2,4,6,4,6,2,1,4,4,4,2,2,7,6,5,3,6,$0.10,100,47,999,1,4,1,1,2,2,3,3,31,15,53,1,3.74,3.74,6.666,1,1,5.256,11.156,12.746,2,1,5.954,5.954,7.141,1,2,19.128,19.128,20.194,1,1,8.501,8.501,14.373,1,1,7.555,7.555,18.077,1,2,14.624,15.921,17.069,2,2,16.208,16.208,17.352,1,1,13.947,13.947,19.449,1,2,8.832,8.832,10.783,1,1,19.867,19.867,28.191,1,2,17.548,17.548,19.44,1,3,10.597,10.597,15,1,3,7.464,7.464,14.671,1,2,3.708,5.509,16.547,2,4,8.32,13.763,14.661,3,3,9.318,9.318,11.382,1,3,5.467,13.846,17.434,2,3,12.089,12.089,13.553,1,3,15.704,15.704,18.74,1,3,25.235,25.235,27.968,1,2,11.73,11.73,13.827,1,3,13.731,13.731,14.542,1,2,21.021,21.021,22.247,1,1,4.7,5.4,-0.450686445,3.533333333,2.75,1,17,34
